id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-01a-001,1,General · ANE · Other (기타),"Abay, E., B. Demir, and V. Sevin",2021,The Relief of Harput: A New Page in the Art History of Ancient Anatolia,"Altorientalische Forschungen 48.1 (2021), 1–25",off-list,low,A,https://doi.org/10.1515/aofo-2021-0001,General · ANE · Other (기타)!R2,DOI,10.1515/aofo-2021-0001,Sasson,QUEUED,bib_sasson 원본 대조 일치(제목·연도). DOI로 저널·권·쪽 확인.
A-01a-002,1,General · ANE · Other (기타),"Abel, F.-M. (Félix-Marie)",1933,"Géographie de la Palestine, vol. 1","(book; Paris: Librairie Lecoffre / J. Gabalda, 1933–38, 2 vols.)",off-list,low,A,https://www.worldcat.org/search?q=Abel+Geographie+de+la+Palestine+1933,General · ANE · Other (기타)!R3,book,"Gabalda, 1933-38",Smith,QUEUED,"bib_smith·bib_sasson 원본 대조 일치(제목·연도 그대로). 저자 이니셜만 있어 F.-M. Abel(Félix-Marie Abel, Ecole Biblique 도미니크회 성서학자)로 특정(웹 확인)."
A-01a-003,1,General · ANE · Other (기타),"Achenbach, Reinhard",1999,Levitische Priester und Leviten im Deuteronomium. Überlegungen zur sog. 'Levitisierung' des Priestertums,ZAR (Zeitschrift für altorientalische und biblische Rechtsgeschichte) 5 (1999),off-list,low,B,https://scholar.google.com/scholar?q=Achenbach+Levitische+Priester+und+Leviten+im+Deuteronomium+1999,General · ANE · Other (기타)!R4,title-only,n/a,Groß,QUEUED,"★저자정정: xlsx/MISSING_Groß '전체 미보유' 목록의 'Abel 1999'는 제목이 '-'로 시작하는 이어쓰기 항목(원저자 생략·앞 항목 성씨로 오귀속되는 전형적 밀림 오류, 40_검증방법론.md 사례와 동일 패턴)→웹검색으로 실제 저자 Achenbach, Reinhard 확인(ZAR 5, 1999). Groß분은 bib_gross.md가 없어 원본 대조가 약함(MISSING만 존재). ⚠정확 쪽수 미확인, 1차 페이지 미열람, 수령시 재확인 필요."
A-01a-004,1,General · ANE · Other (기타),"Achenbach, Reinhard",2007,"Der Pentateuch, seine theokratischen Bearbeitungen und Josua–2 Könige","in: Thomas Römer and Konrad Schmid (eds.), Les dernières rédactions du Pentateuque, de l'Hexateuque et de l'Ennéateuque (BETL 203; Leuven: Peeters, 2007)",off-list,low,B,https://www.peeters-leuven.be/search_serie_book.php?serie_nr2=203,General · ANE · Other (기타)!R5,book-chapter,"BETL 203, 2007",Groß,QUEUED,"★저자정정: xlsx/MISSING_Groß 'Abel 2007'도 '-' 이어쓰기 항목→실제 저자 Achenbach, Reinhard로 확인(웹검색, Römer/Schmid 편 BETL 203 수록 확인). R4(Abel 1999)와 동일 저자 연속 오귀속 사례로 판단(Groß 원본에서 두 항목이 원래 같은 저자 Achenbach 연속 게재였을 가능성). ⚠1차 페이지 미열람."
A-01a-005,1,General · ANE · Other (기타),"Abrahami, Philippe and Laura Battini (eds.)",2008,Les armées du Proche-Orient ancien (IIIe–Ier mill. av. J.-C.): Actes du colloque international organisé à Lyon les 1er et 2 décembre 2006,"(book; BAR International Series 1855; Oxford: Archaeopress, 2008)",off-list,low,A,https://www.worldcat.org/search?q=Abrahami+Battini+Armees+Proche-Orient+ancien+2008,General · ANE · Other (기타)!R6,book,BAR IS 1855,Sasson,QUEUED,"bib_sasson 원본 대조 일치(저자 'Abrahami and Battini 2008'·제목·연도). 웹으로 공저자 풀네임(Philippe Abrahami, Laura Battini)·시리즈(BAR IS 1855, Lyon 학술대회 2006) 확인."
A-01a-006,1,General · ANE · Other (기타),"Abrahami, Philippe and Catherine Wolff (eds.)",2016,"Kakkēka rukusma (""Ceins tes armes!""). 2e Rencontre d'Histoire militaire du Proche-Orient ancien","(book/journal issue; HiMA – Revue internationale d'histoire militaire ancienne 3; Paris: Klincksieck, 2016)",off-list,low,A,https://www.worldcat.org/search?q=Abrahami+Wolff+Kakkeka+rukusma+2016,General · ANE · Other (기타)!R7,book,HiMA 3 (2016),Sasson,QUEUED,"bib_sasson 원본 대조 일치(저자 'Abrahami and Wolff 2016'·제목·연도). 웹으로 공저자 풀네임(Philippe Abrahami, Catherine Wolff)·게재처(HiMA 3, Klincksieck) 확인."
A-01a-007,1,General · ANE · Other (기타),"Abusch, Tzvi",2015,The Witchcraft Series Maqlû,"(book; Writings from the Ancient World 37; Atlanta: SBL Press, 2015)",off-list,low,A,https://www.worldcat.org/search?q=Abusch+Witchcraft+Series+Maqlu+2015,General · ANE · Other (기타)!R8,book,"SBL Press, WAW 37, 2015",Smith,QUEUED,bib_smith 원본 대조 일치(제목·연도 그대로).
A-01a-008,1,General · ANE · Other (기타),"Ackerman, Susan",2015,The Women of the Bible and the Ancient Near Eastern Myth: The Case of the Levite's pilegesh,(book chapter; 정확한 수록서명 xlsx에 절단되어 미확인),off-list,low,B,https://scholar.google.com/scholar?q=Ackerman+Women+of+the+Bible+and+the+Ancient+Near+Eastern+Myth+2015,General · ANE · Other (기타)!R9,title-only,n/a,Sasson,QUEUED,"bib_sasson 원본 대조 일치(제목·저자·연도 그대로: 'Ackerman, Susan 2015'). ⚠수록 단행본/논문집 서명이 xlsx에서 절단되어 미확인 — 수령시 정확한 수록처 확인 필요."
A-01a-009,1,General · ANE · Other (기타),"Adam, Klaus-Peter",2007,Saul und David in der judäischen Geschichtsschreibung. Studien zu 1 Samuel 16 – 2 Samuel 5,"(book; Forschungen zum Alten Testament 51; Tübingen: Mohr Siebeck, 2007)",off-list,low,A,https://www.mohrsiebeck.com/buch/saul-und-david-in-der-judaeischen-geschichtsschreibung-9783161489327/,General · ANE · Other (기타)!R10,book,"FAT 51, Mohr Siebeck 2007",Groß,QUEUED,"MISSING_Groß 원본에 저자명(Adam, Klaus-Peter) 전체가 그대로 명시된 정상 항목(대시 이어쓰기 아님). 출판사 페이지로 시리즈(FAT 51)·부제 확인."
A-01a-010,1,General · ANE · Other (기타),"Adar, Zvi",1959,The Biblical Narrative,"(book; Jerusalem: Ha-Kibbutz Ha-Meuchad / Dept. of Education, 1959, Hebrew)",off-list,low,A,https://www.worldcat.org/search?q=Adar+Biblical+Narrative+1959,General · ANE · Other (기타)!R11,book,1959 (Hebrew),Smith,QUEUED,"bib_smith 원본 대조 일치(제목·연도 그대로). 저자 이름 Zvi Adar로 특정(웹 검색, 이스라엘 교육학자)."
A-01a-011,1,General · ANE · Other (기타),"Adler, William",2013,Palaea Historica ('The Old Testament History'): A New Translation and Introduction,"Pp. 585–672 in Richard Bauckham, James R. Davila, and Alexander Panayotov (eds.), Old Testament Pseudepigrapha: More Noncanonical Scriptures, vol. 1 (Grand Rapids: Eerdmans, 2013)",off-list,low,A,https://www.worldcat.org/search?q=Adler+Palaea+Historica+Old+Testament+Pseudepigrapha+2013,General · ANE · Other (기타)!R12,book-chapter,"Eerdmans, 2013",Sasson,QUEUED,bib_sasson 원본 대조 일치(제목·연도 그대로).
A-01a-012,1,General · ANE · Other (기타),"Kratz, Reinhard Gregor and Hermann Spieckermann (eds.)",2006,"Götterbilder – Gottesbilder – Weltbilder: Polytheismus und Monotheismus in der Welt der Antike, Band I: Ägypten, Mesopotamien, Persien, Kleinasien, Syrien, Palästina","(book; FAT II/17; Tübingen: Mohr Siebeck, 2006)",off-list,low,B,https://www.amazon.de/G%C3%B6tterbilder-Gottesbilder-Polytheismus-Monotheismus-Mesopotamien/dp/3161498860,General · ANE · Other (기타)!R13,book,"FAT II/17, Mohr Siebeck 2006",Groß,QUEUED,"★저자정정: xlsx/MISSING_Groß 'author'란이 실제로는 편저서 부제 첫 단어('Ägypten...')였음 — 편저자명 자체가 원본에서 누락/오귀속된 사례. 웹검색으로 실제 편저자 Kratz, Reinhard Gregor / Spieckermann, Hermann 확인(FAT II/17, Mohr Siebeck 2006, Band I). ⚠원본 bib에 편저자명이 없어 외부 DB로만 재구성 — 1차 페이지 미열람."
A-01a-013,1,General · ANE · Other (기타),"Aharoni, Yohanan",1979,The Land of the Bible: A Historical Geography,"(book, rev. ed., trans. A. F. Rainey; Philadelphia: Westminster Press, 1979)",off-list,low,A,https://www.worldcat.org/search?q=Aharoni+Land+of+the+Bible+Historical+Geography+1979,General · ANE · Other (기타)!R14,book,"Westminster Press, 1979",Smith,QUEUED,bib_smith·bib_sasson 원본 대조 일치(제목·연도 그대로). ℹ bib_sasson은 동일서를 'Burns and Oates'판(영국판)으로 별도 표기 — 동일 저서의 미영 양판.
A-01a-014,1,General · ANE · Other (기타),"Aharoni, Yohanan, Michael Avi-Yonah, Anson F. Rainey, and Ze'ev Safrai",2002,The Carta Bible Atlas,"(book, 4th rev. ed.; Jerusalem: Carta, 2002)",off-list,low,A,https://www.worldcat.org/search?q=Carta+Bible+Atlas+Aharoni+Avi-Yonah+Rainey+Safrai+2002,General · ANE · Other (기타)!R15,book,"Carta, 2002",Smith,QUEUED,"★저자보강: bib_smith 원본 'Aharoni, Avi-Yonah, Rainey, and Safrai 2002'로 공저자 전원(4인) 확인·복원(xlsx는 'Aharoni'만 표기)."
A-01a-015,1,General · ANE · Other (기타),"Ahlström, Gösta W.",1963,Aspects of Syncretism in Israelite Religion,"(book; Horae Soederblomianae 5; Lund: Gleerup, 1963)",off-list,low,A,https://www.worldcat.org/search?q=Ahlstrom+Aspects+of+Syncretism+in+Israelite+Religion+1963,General · ANE · Other (기타)!R16,book,"Gleerup, 1963",Smith,QUEUED,bib_smith 원본 대조 일치(제목·연도 그대로).
A-01a-016,1,General · ANE · Other (기타),"Albani, Matthias",1999,"""Der das Siebengestirn und den Orion macht"" (Am 5,8): Zur Bedeutung der Plejaden in der israelitischen Religionsgeschichte",in: Religionsgeschichte Israels: Formale und materielle Aspekte (1999),off-list,low,A,https://scholar.google.com/scholar?q=Albani+Der+das+Siebengestirn+und+den+Orion+macht+1999,General · ANE · Other (기타)!R17,book-chapter,1999,Groß,QUEUED,"MISSING_Groß 원본에 저자명(Albani, Matthias) 전체가 그대로 명시된 정상 항목(대시 이어쓰기 아님). 웹검색으로 정확한 제목·수록서 확인."
A-01a-017,1,General · ANE · Other (기타),"Albani, Matthias",2000,Der eine Gott und die himmlischen Heerscharen. Zur Begründung des Monotheismus,"(book/article; 2000, 상세 수록처 미확인)",off-list,low,B,https://scholar.google.com/scholar?q=Albani+Der+eine+Gott+und+die+himmlischen+Heerscharen+2000,General · ANE · Other (기타)!R18,title-only,n/a,Groß,QUEUED,"MISSING_Groß 원본에서 '-' 이어쓰기 항목이나, 직전 항목(R17)이 동일 저자 Albani 1999이므로 저자 밀림 없이 그대로 Albani, Matthias로 이어짐(정합적 연속). ⚠정확한 수록처(단행본/저널)는 미확인, 수령시 확인 필요."
A-01a-018,1,General · ANE · Other (기타),"Albertz, Rainer",1992,Religionsgeschichte Israels in alttestamentlicher Zeit,"(book, 2 vols.; ATD Ergänzungsreihe 8; Göttingen: Vandenhoeck & Ruprecht, 1992)",off-list,low,A,https://www.worldcat.org/search?q=Albertz+Religionsgeschichte+Israels+1992,General · ANE · Other (기타)!R19,book,"ATD Ergänzungsreihe 8, V&R 1992",Groß,QUEUED,"MISSING_Groß 원본에 저자명(Albertz, Rainer) 전체가 그대로 명시된 정상 항목(대시 이어쓰기 아님). 널리 알려진 표준 저서로 확인."
A-01a-019,1,General · ANE · Other (기타),"Albright, William F.",1950,"""A Catalogue of Early Hebrew Lyric Poems (Psalm LXVIII)""",Hebrew Union College Annual 23.1 (1950–51),off-list,low,A,https://www.jstor.org/action/doBasicSearch?Query=Albright+Catalogue+Early+Hebrew+Lyric+Poems+Psalm+LXVIII,General · ANE · Other (기타)!R20,journal-ref,HUCA 23.1 (1950-51),Smith,QUEUED,"bib_smith 원본 대조 일치(제목 그대로, 원본 표기 'Albright 1950–51')."
A-01a-020,1,General · ANE · Other (기타),"Alcock, Joan P.",2006,Food in the Ancient World,"(book; Westport, CT: Greenwood Press, 2006)",off-list,low,A,https://www.worldcat.org/search?q=Alcock+Food+in+the+Ancient+World+2006,General · ANE · Other (기타)!R21,book,"Greenwood Press, 2006",Sasson,QUEUED,bib_sasson 원본 대조 일치(제목·연도·출판사정보 그대로).
A-01a-021,1,General · ANE · Other (기타),"Alomia, Haroldo",2000,La tragedia de la hija de Jefté: Una interpretación de Jueces 11:29–40,"Theologika 15 (2000), 156–185",off-list,low,B,https://scholar.google.com/scholar?q=Alomia+tragedia+de+la+hija+de+Jefte+Jueces,General · ANE · Other (기타)!R22,journal-ref,Theologika 15 (2000),Groß,QUEUED,"★연도정정: xlsx/MISSING_Groß 'Alomia 1961'(원본에 저자명 Haroldo Alomia 전체 명시, 대시 아님)→웹검색 결과 실제 게재 Theologika 15 (2000), 156-185로 확인, 1961은 OCR/연도 오기로 판단. ⚠검색 스니펫만 확인, 1차 페이지 미열람 — 수령시 재확인 필요."
A-01a-022,1,General · ANE · Other (기타),"Alonso Schökel, Luis",1988,A Manual of Hebrew Poetics,"(book; Subsidia Biblica 11; Rome: Pontifical Biblical Institute, 1988)",off-list,low,A,https://www.worldcat.org/search?q=Alonso+Schokel+Manual+of+Hebrew+Poetics+1988,General · ANE · Other (기타)!R23,book,"Subsidia Biblica 11, PIB 1988",Smith,QUEUED,"★저자보강: bib_smith 원본 'Alonso Schökel 1988'로 성 전체(Alonso Schökel, 두 단어 성) 확인(xlsx는 'Alonso'만 표기)."
A-01a-023,1,General · ANE · Other (기타),"Alster, Bendt",2005,Wisdom of Ancient Sumer,"(book; Bethesda, MD: CDL Press, 2005)",off-list,low,A,https://www.worldcat.org/search?q=Alster+Wisdom+of+Ancient+Sumer+2005,General · ANE · Other (기타)!R24,book,"CDL Press, 2005",Sasson+Smith,QUEUED,bib_sasson·bib_smith 원본 대조 일치(제목·연도·출판사정보 그대로).
A-01a-024,1,General · ANE · Other (기타),"Alster, Bendt",2007,Sumerian Proverbs in the Schøyen Collection,"(book; CUSAS 2; Bethesda, MD: CDL Press, 2007)",off-list,low,A,https://www.worldcat.org/search?q=Alster+Sumerian+Proverbs+Schoyen+Collection+2007,General · ANE · Other (기타)!R25,book,"CUSAS 2, CDL Press 2007",Smith,QUEUED,bib_smith 원본 대조 일치(제목·연도 그대로).
A-01a-025,1,General · ANE · Other (기타),"Alt, Albrecht",1953,Die Ursprünge des israelitischen Rechts,"in: Kleine Schriften zur Geschichte des Volkes Israel, Bd. 1 (München: C. H. Beck, 1953; orig. 1934)",off-list,low,A,https://www.worldcat.org/search?q=Alt+Ursprunge+des+israelitischen+Rechts+Kleine+Schriften,General · ANE · Other (기타)!R26,book-chapter,"Kleine Schriften I, 1953",Groß,QUEUED,"MISSING_Groß 원본에 저자명(Alt, Albrecht) 전체가 그대로 명시된 정상 항목(대시 이어쓰기 아님)."
