id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
B-01a-001,1,Book · Composition · Framework,"Ackerman, Susan",1998,"Warrior, Dancer, Seductress, Queen: Women in Judges and Biblical Israel","(book; New York: Doubleday, Anchor Bible Reference Library)",off-list,low,A,https://www.worldcat.org/search?q=Ackerman+Warrior+Dancer+Seductress+Queen+1998,Book · Composition · Framework!R2,book,"Doubleday, 1998 (ABRL)",Sasson+Smith,HELD_ALREADY,bib_sasson·bib_smith 원본 대조 일치(제목·연도 그대로). [확보완료: 3 Women Gender Sexuality/Ackerman 2009 Warrior Dancer Seductress Queen.pdf] ⚠원본폴더 파일명은 '2009'로 표기되어 있어 xlsx/bib의 1998과 연도 불일치 — 동일서 재쇄(페이퍼백) 여부 수령시 확인 필요.
B-01a-002,1,Book · Composition · Framework,"Albright, William F.",1970,"Prolegomenon to C. F. Burney, The Book of Judges","in: C. F. Burney, The Book of Judges with Introduction and Notes (New York: KTAV, repr. 1970)",off-list,low,A,https://www.worldcat.org/search?q=Albright+Prolegomenon+Burney+Book+of+Judges+1970,Book · Composition · Framework!R3,book-chapter,"KTAV reprint, 1970",Sasson,QUEUED,bib_sasson 원본 대조 일치(제목·연도 그대로).
B-01a-004,1,Book · Composition · Framework,"Alter, Robert",2013,"""Judges"" (in Ancient Israel: The Former Prophets)","in: Robert Alter, Ancient Israel: The Former Prophets (New York: W. W. Norton, 2013)",off-list,low,A,https://www.worldcat.org/isbn/9780393240365,Book · Composition · Framework!R5,ISBN,"978-0-393-24036-5 (Norton, 2013)",Smith,QUEUED,bib_smith 원본 대조 일치(제목·연도 그대로).
B-01a-005,1,Book · Composition · Framework,"Amit, Yairah",1999,Shoftim: ‘im mavo u-ferush [Judges: Introduction and Commentary],"(Mikra LeYisra’el / A Bible Commentary for Israel; Tel Aviv: Am Oved / Jerusalem: Magnes, 1999)",off-list,low,A,https://www.magnespress.co.il/en/book/%D7%A9%D7%95%D7%A4%D7%98%D7%99%D7%9D-3410,Book · Composition · Framework!R6,ISBN,"965-13-1325-0 (Magnes/Am Oved, 1999)",Groß,QUEUED,"★연도정정: xlsx/Groß 1979(OCR)→실제 1999. bib_sasson 원본 line50 'Amit 1999b — Shoftim: \'im mavo u-ferush'(동일 서명·저자)로 대조 확인, magnespress.co.il 서지(ISBN 965-13-1325-0, Mikra LeYisrael='A Bible Commentary for Israel' 시리즈명과 xlsx 힌트 일치)로 재확인. 영역본 The Art of Editing(1999/2012, Brill)과는 다른 책(히브리어 본문 주석서)이므로 혼동 주의 — 원본폴더 'Amit 1999 Book of Judges Art of Editing.pdf'는 별개 저서, 미대조."
B-01a-006,1,Book · Composition · Framework,"Amit, Yairah",1987,Judges 4: Its Contents and Form,"JSOT 12.39 (1987), 89–111",통독,high,A,https://doi.org/10.1177/030908928701203912,Book · Composition · Framework!R7,DOI,10.1177/030908928701203912,Sasson+Groß,QUEUED,"SAGE/JSOT DOI로 실재·저자·권·쪽 확인. Groß 원본(MISSING) line10 제목 그대로(끝의 'HThKAT Bnzel'은 다음 항목 OCR 흘러넘침, 본 항목과 무관)."
B-01a-008,1,Book · Composition · Framework,"Amit, Yairah",2004,Judges,"Pp. 508–557 in Adele Berlin, Marc Zvi Brettler, and Michael Fishbane (eds.), The Jewish Study Bible (Oxford: Oxford University Press, 2004)",off-list,low,A,https://www.worldcat.org/isbn/9780195297515,Book · Composition · Framework!R9,ISBN,"978-0-19-529751-5 (Jewish Study Bible, 2004)",Sasson,QUEUED,bib_sasson 원본 대조 일치(제목·연도 그대로).
B-01a-009,1,Book · Composition · Framework,"Amit, Yairah",2009,The Book of Judges—Dating and Meaning,"in FS(수록서명 미완전 확인 — xlsx 절단 'Gershon...'), pp. 297–322",off-list,low,B,https://scholar.google.com/scholar?q=Amit+%22The+Book+of+Judges%22+%22Dating+and+Meaning%22+2009,Book · Composition · Framework!R10,title-only,n/a,Sasson+Smith,QUEUED,bib_sasson·bib_smith 원본 대조 일치(제목·연도). ⚠수록 Festschrift 서명이 xlsx에서 'Gershon'까지만 잘려 완전 확인 못함(Gershon Galil 관련 FS로 추정) — 수령시 정확한 수록서명 재확인 필요.
B-01a-010,1,Book · Composition · Framework,"Ap-Thomas, D. R.",1940,The Ephah of Meal in Judges vi 19,"Journal of Theological Studies 41 (1940), 175–177",표적,mid,A,https://www.jstor.org/action/doBasicSearch?Query=Ap-Thomas+Ephah+of+Meal+Judges,Book · Composition · Framework!R11,journal-ref,JTS 41 (1940),Sasson,QUEUED,bib_sasson 원본 대조 일치(제목·연도 그대로).
B-01a-011,1,Book · Composition · Framework,"Auerbach, Elias",1930,Untersuchungen zum Richterbuch I,ZAW 48 (1930),통독,high,A,https://scholar.google.com/scholar?q=Auerbach+%22Untersuchungen+zum+Richterbuch%22+1930,Book · Composition · Framework!R12,journal-ref,ZAW 48 (1930),Smith,QUEUED,"bib_smith 원본 대조 일치(제목·연도 그대로). ℹ자매논문 Untersuchungen zum Richterbuch II(Ehud 다룸, ZAW 1933)는 원본폴더 '2 Ehud/Auerbach 1933...'로 이미 보유 — 본 항목(Part I, 1930)은 별개 미보유 논문."
B-01a-012,1,Book · Composition · Framework,"Auld, A. Graeme",1975,Judges I and History: A Reconsideration,"Vetus Testamentum 25 (1975), 261–285",통독,high,A,https://brill.com/view/journals/vt/25/3/article-p261_1.xml,Book · Composition · Framework!R13,journal-ref,VT 25 (1975) 261-285,Smith,QUEUED,bib_smith 원본 대조 일치(제목·연도 그대로).
