id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-05c-001,1,General · ANE · Other (기타),"Hornung, Erik",1982,Conceptions of God in Ancient Egypt: The One and the Many,"(Ithaca, NY: Cornell University Press, 1982; trans. John Baines)",off-list,low,A,https://www.cornellpress.cornell.edu/book/9780801483844/conceptions-of-god-in-ancient-egypt/,General · ANE · Other (기타)!R702,ISBN,"978-0-8014-8384-4, Cornell UP, 1982",Sasson,QUEUED,bib_sasson 원본 대조 일치(제목·연도 그대로). Cornell Press로 번역자(John Baines) 확인.
A-05c-002,1,General · ANE · Other (기타),"Horowitz, Wayne; Shaffer, Aaron",1992,A Fragment of a Letter from Hazor,"Israel Exploration Journal 42:3–4 (1992), 165–67",통독,low,A,https://www.jstor.org/stable/27926269,General · ANE · Other (기타)!R703,article,"IEJ 42, 165-67",Sasson,QUEUED,bib_sasson 원본(Horowitz and Shaffer 1992)으로 공저자 복원. JSTOR로 실재·권호·쪽 확인.
A-05c-003,1,General · ANE · Other (기타),"Horowitz, Wayne; Oshima, Takayoshi; Sanders, Seth",2006,Cuneiform in Canaan: Cuneiform Sources from the Land of Israel in Ancient Times,"(Jerusalem: Israel Exploration Society & Hebrew University of Jerusalem, 2006)",off-list,low,A,https://www.israelexplorationsociety.com/product-page/cuneiform-in-canaan-cuneiform-sources-from-the-land-of-israel-in-ancient-times,General · ANE · Other (기타)!R704,book,"IES/HUJI, 2006",Sasson,QUEUED,"bib_sasson 원본(Horowitz, Oshima, and Sanders 2006)으로 공저자 3인 복원."
A-05c-004,1,General · ANE · Other (기타),"Horowitz, Wayne; Oshima, Takayoshi; Sanders, Seth",2018,Cuneiform in Canaan: The Next Generation,"(University Park, PA: Eisenbrauns, 2018, 2nd ed.)",off-list,low,A,https://www.eisenbrauns.org/books/titles/978-1-57506-791-9.html,General · ANE · Other (기타)!R705,ISBN,978-1-57506-791-9,Smith,QUEUED,bib_smith 원본 대조 일치. R704(2006 초판)와 별개 개정판(2018)이므로 병합하지 않음(수록 자료 91건으로 증보된 신판).
A-05c-005,1,General · ANE · Other (기타),"Horst, Friedrich",1961,Der Diebstahl im Alten Testament,"in: H. W. Wolff (Hg.), Gottes Recht: Studien zum Recht im Alten Testament (Theologische Bücherei 12; München: Chr. Kaiser, 1961)",off-list,low,B,https://archive.org/details/gottesrechtgesam0000hors,General · ANE · Other (기타)!R706,chapter,"Theologische Bücherei 12, Kaiser, 1961",Groß,QUEUED,"MISSING_Groß 원본 대조 일치(저자·논문제목·수록서 그대로, 쪽수는 원본 절단으로 미확인). archive.org로 수록서 실재 확인."
A-05c-006,1,General · ANE · Other (기타),"Hossfeld, Frank-Lothar; Zenger, Erich",2005,Psalms 2: A Commentary on Psalms 51–100,"(Hermeneia; Minneapolis: Fortress Press, 2005)",통독,low,A,https://www.fortresspress.com/store/product/9780800660635/Psalms-2,General · ANE · Other (기타)!R709,ISBN,"978-0-8006-6063-5, Fortress, 2005",Smith,QUEUED,bib_smith 원본 대조 일치. 공저자 Zenger 복원.
A-05c-007,1,General · ANE · Other (기타),"Houtman, Cornelis (Cees)",2003,Die Bewertung eines Menschenopfers: Die Geschichte von Jefta und seiner Tochter in früher Auslegung,"Biblische Notizen 117 (2003), 59–70",통독,low,B,https://www.worldcat.org/search?q=Houtman+Bewertung+Menschenopfers+Jefta+2003,General · ANE · Other (기타)!R710,article,"BN 117, 2003, 59-70",Groß,QUEUED,"MISSING_Groß 원본 대조 일치. 외부 검색으로 저널명·권·쪽(BN 117, 59-70) 복원."
A-05c-008,1,General · ANE · Other (기타),"Houtman, Cornelis (Cees)",2004,»Rewritten Bible« in Kinder- und Familienbibeln beleuchtet am Beispiel der Geschichte von Jefta und seiner Tochter,Biblische Notizen 122 (2004),통독,low,B,https://www.worldcat.org/search?q=Houtman+Rewritten+Bible+Kinder+Familienbibeln+Jefta+2004,General · ANE · Other (기타)!R711,article,"BN 122, 2004",Groß,QUEUED,"MISSING_Groß 원본 대조 일치. 외부 검색으로 저널·권(BN 122) 확인, 정확 쪽수는 미확인."
A-05c-009,1,General · ANE · Other (기타),"Houtman, Cornelis (Cees)",2007,Van Messias en verzetsheld tot zelfmoordterrorist: De metamorfose van Simson,(발표 매체 미확인),off-list,low,C,https://www.worldcat.org/search?q=Houtman+Simson+verzetsheld+zelfmoordterrorist,General · ANE · Other (기타)!R712,article,미확인,Groß,QUEUED,⚠MISSING_Groß 원본에서 저자·제목은 판독되나(네덜란드어) 게재 매체(저널/총서)를 외부 검색으로 확정하지 못함. Houtman의 2004년 Simson 수용사 연구(Spronk 공저 Ein Held des Glaubens?)와 연관 가능성 있으나 별개 논문으로 추정. 수령 시 원문 확인 필수.
A-05c-010,1,General · ANE · Other (기타),"Hovhanessian, Vahan; Brock, Sebastian",2013,Questions of the Queen of Sheba and Answers by King Solomon,"Pp. 326–45 in Old Testament Pseudepigrapha: More Noncanonical Scriptures, vol. 1, ed. Richard Bauckham, James R. Davila, Alexander Panayotov (Grand Rapids: Eerdmans, 2013)",off-list,low,A,https://catalog.libraries.psu.edu/catalog/11343473,General · ANE · Other (기타)!R713,chapter,"Eerdmans, 2013, 326-345",Sasson,QUEUED,bib_sasson 원본(Hovhanessian and Brock 2013)으로 공저자 복원. 수록서·쪽수 외부 확인.
