id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-06a-001,1,General · ANE · Other (기타),"Jasnow, Richard",2001,‘And Pharaoh Laughed…’: Reflections on Humor in Setne 1 and Late Period Egyptian Literature,Enchoria 27 (2001): 62–81,off-list,low,B,https://www.worldcat.org/search?q=Jasnow+Pharaoh+Laughed+Setne+Enchoria+2001,General · ANE · Other (기타)!R752,article,"Enchoria 27, 2001, 62-81",Sasson,QUEUED,"bib_sasson/MISSING_Sasson 원본 대조 제목 일치. 저널명·권·쪽수는 외부 검색으로 보완(Enchoria 27, 2001, 62-81) — 1차 열람 전 B등급."
A-06a-002,1,General · ANE · Other (기타),"Jassen, Alex P.",2011,Re-Reading 4QPesher Isaiah A (4Q161): Forty Years after DJD 5,"in: George J. Brooke and Jesper Høgenhaven (eds.), The Mermaid and the Partridge: Essays from the Copenhagen Conference on Revising Texts from Cave Four (STDJ 96; Leiden: Brill, 2011), 57–90",통독,low,A,https://brill.com/display/book/edcoll/9789004196469/Bej.9789004194304.i-310_005.xml,General · ANE · Other (기타)!R753,book chapter,"STDJ 96, pp. 57-90",Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치. Brill 출판사 페이지로 STDJ 96(2011) 수록 확인.
A-06a-003,1,General · ANE · Other (기타),"Jastrow, Marcus",1950,"A Dictionary of the Targumim, the Talmud Babli and Yerushalmi, and the Midrashic Literature","(New York: Pardes Publishing House, 1950)",off-list,low,A,https://www.worldcat.org/search?q=Jastrow+Dictionary+Targumim+Talmud+1950,General · ANE · Other (기타)!R754,book,"Pardes, 1950",Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치(제목 그대로).
A-06a-004,1,General · ANE · Other (기타),"Jaussen, Antonin",1910,Coutumes des Arabes (Le joz musarrib),Revue Biblique 7 (1910): 237–249,통독,low,B,https://www.persee.fr/collection/rebi,General · ANE · Other (기타)!R755,article,"RB 7, 1910, 237-249",Groß,QUEUED,"ℹOCR 병합 분리: xlsx R755 원문은 'Jausstn, F.Antonin, Coutumes des Arabes: RB 7, 1910, 237-249. Je/ftrs, Ann, Magi...'로 두 서로 다른 문헌(Jaussen 1910 기사 + Jeffers 1996 단행본)이 한 줄에 병합된 OCR 오류. 본 행은 Jaussen 항목만 분리. xlsx가 부여한 연도(1996)는 실제로는 Jeffers 항목의 것이며 Jaussen 원 연도는 1910."
A-06a-005,1,General · ANE · Other (기타),"Jeffers, Ann",1996,Magic and Divination in Ancient Palestine and Syria,"(Studies in the History and Culture of the Ancient Near East 8; Leiden: Brill, 1996)",off-list,low,A,https://www.worldcat.org/isbn/9789004105133,General · ANE · Other (기타)!R755,ISBN,978-90-04-10513-3,Groß,QUEUED,"ℹOCR 병합 분리(R755, Jaussen 항목과 병합돼 있던 것을 분리). xlsx author/title 필드의 'Je/ftrs, Ann, Magi[c...]' 파편과 연도(1996)가 이 문헌과 일치."
A-06a-006,1,General · ANE · Other (기타),"Jeffery, Arthur",2007,The Foreign Vocabulary of the Qurʼān,"(Texts and Studies on the Qurʼān 3; Leiden: Brill, 2007 [reprint of 1938 Baroda ed.])",off-list,low,A,https://www.worldcat.org/isbn/9789004153520,General · ANE · Other (기타)!R756,book,"Brill, 2007 reprint",Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치.
A-06a-007,1,General · ANE · Other (기타),"Jeffrey, David L. (ed.)",1992,A Dictionary of Biblical Tradition in English Literature,"(Grand Rapids, MI: Eerdmans, 1992)",off-list,low,A,https://www.worldcat.org/isbn/9780802836342,General · ANE · Other (기타)!R757,book,"Eerdmans, 1992",Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치.
A-06a-008,1,General · ANE · Other (기타),"Jenni, Ernst",1971,"[THAT 항목, 표제어 미상]","Theologisches Handwörterbuch zum Alten Testament (THAT), Bd. 1 (hg. E. Jenni und C. Westermann; München: Kaiser / Zürich: TVZ, 1971), Sp. 867–870",off-list,low,C,https://www.worldcat.org/isbn/9783459006083,General · ANE · Other (기타)!R758,dictionary entry,"THAT I, 1971, cols. 867-870",Groß,QUEUED,"MISSING_Groß 원본은 'Jenni, Ernst,li:1',:THAT 1, 1971, 867-870.'로 OCR 훼손, 표제어(레마) 식별 불가. THAT(Jenni/Westermann)는 boundary 화이트리스트의 ThWAT/TDOT(별개 저작)와 혼동 주의 — off-list 처리. C등급, 수령 시 원문 확인 필수."
A-06a-009,1,General · ANE · Other (기타),"Jenni, Ernst",1977 (?) → 확인 필요,Verwendungen des Imperativs im Biblisch-Hebräischen,"in: J. Luchsinger, H.-P. Mathys, M. Saur (Hg.), Studien zur Sprachwelt des Alten Testaments II (Stuttgart: Kohlhammer, 2005)",off-list,low,B,https://www.worldcat.org/search?q=Jenni+Studien+zur+Sprachwelt+des+Alten+Testaments+II,General · ANE · Other (기타)!R759,book chapter,"Studien II, Kohlhammer 2005",Groß,QUEUED,"xlsx 연도(1977)의 근거 불명 — 외부 검색으로 확인되는 수록처는 Jenni 자선집 Studien zur Sprachwelt des Alten Testaments II(Kohlhammer, 2005). 원 발표연도 미상이므로 연도란은 원본표기를 보존하고 notes로 경고."
A-06a-010,1,General · ANE · Other (기타),"Jeremias, Jörg",1983,Der Prophet Hosea,"(ATD 24/1; Göttingen: Vandenhoeck & Ruprecht, 1983)",통독,low,A,https://www.worldcat.org/isbn/9783525512029,General · ANE · Other (기타)!R760,book,"ATD 24/1, V&R 1983",Groß,QUEUED,"⚠저자정정: xlsx는 'Jenni 1983'으로 표기했으나 ATD 24/1 'Der Prophet Hosea'의 실제 저자는 Jörg Jeremias임(Jenni 항목군 뒤에 알파벳상 인접한 Jeremias 항목이 원본 OCR 추출 과정에서 Jenni로 오귀속된 off-by-one 오류, 방법론 2장 참조). 외부 DB로 Jeremias 저작임을 확인."
