id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-07a-001,1,General · ANE · Other (기타),"Layton, Scott C.",1990,Archaic Features of Canaanite Personal Names in the Hebrew Bible,"(Harvard Semitic Monographs 47; Atlanta: Scholars Press, 1990)",표적,low,A,https://hmane.harvard.edu/publications/archaic-features-canaanite-personal-names-hebrew-bible,General · ANE · Other (기타)!R902,book,HSM 47; ISBN 978-1-55540-513-7,Smith;Groß,QUEUED,"bib_sasson/bib_smith/MISSING_Smith/MISSING_Groß 원본 대조 제목·저자·연도 일치. Harvard Museum of the ANE 출판사 페이지로 HSM 47(Scholars Press, 1990) 확인."
A-07a-002,1,General · ANE · Other (기타),"Lebeau, Marc",2005,Eau et sanitaires à l'étage,"in: P. Talon and V. Van der Stede (eds.), Si un homme... Textes en hommage à André Finet (Subartu 16; Turnhout: Brepols, 2005), 99-105",off-list,low,B,https://www.brepols.net/products/IS-9782503518787-1,General · ANE · Other (기타)!R903,book chapter,"Subartu 16, 2005, 99-105",Sasson,QUEUED,"bib_sasson/MISSING_Sasson 원본 대조 제목 일치. 외부검색으로 수록처(Finet 기념논문집, Subartu 16, Brepols) 확인 — 1차 미열람 B등급."
A-07a-003,1,General · ANE · Other (기타),"Légasse, Simon",1985,"Le cycle de Gédéon (Juges, 6-13), commenté par les Pères de l'Église",Bulletin de littérature ecclésiastique 86 (1985) (정확한 쪽수 미확인),off-list,low,C,https://www.persee.fr/authority/284781,General · ANE · Other (기타)!R904,article,"BLE 86, 1985",Sasson,QUEUED,"bib_sasson/MISSING_Sasson 원본 대조 제목 일치, 저자 Légasse(1926-2009, Persée 저자페이지로 실재 확인)이나 정확한 권·쪽수는 외부 DB에서 확인 못함. 수령 시 원문 최종 확인 필요."
A-07a-004,1,General · ANE · Other (기타),"Légasse, Simon",1991,"Le cycle de Gédéon (Juges, 6-13), d'après l'ancienne littérature juive","Bulletin de littérature ecclésiastique 92 (1991): 163-180, et (suite) 243-258",off-list,low,B,https://journals.sagepub.com/doi/10.1177/1476993X0300100205,General · ANE · Other (기타)!R905,article,"BLE 92, 1991, 163-180 + 243-258",Sasson,QUEUED,"bib_sasson/MISSING_Sasson 원본 대조 제목 일치. Craig, Judges in Recent Research(2003) 참고문헌으로 2차 확인: BLE 92(1991) 163-80 및 (suite)243-58 2편으로 구성. 2차 출처는 부제를 '(Juges 6-8)'로 표기해 xlsx의 '(Juges 6-13)'과 권수 표기가 다름 — 잔존 불일치."
A-07a-005,1,General · ANE · Other (기타),"Leibner, Uzi; Miller, Shulamit",2010,Appendix: A Figural Mosaic in the Synagogue at Khirbet Wadi Hamam,Journal of Roman Archaeology 23 (2010): 238-264,off-list,low,A,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/EE935F0B64F9A0318DE34109F815E1E8/S1047759400002385a.pdf/appendix_a_figural_mosaic_in_the_synagogue_at_khirbet_wadi_hamam.pdf,General · ANE · Other (기타)!R906,article,"JRA 23, 2010, 238-264",Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치. Cambridge Core 1차 페이지로 JRA 23(2010) 238-264 확인. xlsx는 저자를 Leibner 단독 표기하나 실제는 Leibner and Miller 공저 — 공저자 Miller 보완.
A-07a-006,1,General · ANE · Other (기타),"Lemaire, André",1981,Galaad et Makîr: Remarques sur la tribu de Manassé à l'est du Jourdain,Vetus Testamentum 31/1 (1981): 39-61,통독,mid,B,https://www.worldcat.org/search?q=Lemaire+Galaad+Makir+Manasse+Vetus+Testamentum+1981,General · ANE · Other (기타)!R907,article,"VT 31(1), 1981, 39-61",Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치. 검색엔진 요약으로 VT 31(1981):39-61 확인(1차 미열람) — journal_series가 VT(통독 저널)라 boundary를 통독으로 정정.
A-07a-007,1,General · ANE · Other (기타),"Lemaire, André",1985,"L'incident du šibbolet (Jg 12,6): Perspective historique","in: Mélanges bibliques et orientaux en l'honneur de M. Mathias Delcor (AOAT 215; Neukirchen-Vluyn: Neukirchener Verlag / Kevelaer: Butzon & Bercker, 1985), 275-281",표적,low,A,https://www.worldcat.org/search?q=Melanges+bibliques+et+orientaux+Mathias+Delcor+AOAT+215,General · ANE · Other (기타)!R908,book chapter,"AOAT 215, 275-281",Sasson,QUEUED,"bib_sasson/MISSING_Sasson 원본이 이미 정확 쪽수(275-81) 명시. 외부검색으로 수록서(Delcor 기념논문집, AOAT 215)의 실재·편자 확인 — journal_series 뒤쪽 괄호의 AOAT(표적 시리즈)로 boundary 판정."
A-07a-008,1,General · ANE · Other (기타),"Lemaire, André",2015,Le ḥérem guerrier et sa transgression des deux côtés du Jourdain,"in: J.-M. Durand, M. Guichard, T. Römer (eds.), Tabou et transgressions (OBO 274; Fribourg: Academic Press / Göttingen: Vandenhoeck & Ruprecht, 2015), 83-98",통독,mid,A,https://www.college-de-france.fr/en/agenda/symposium/taboos-and-transgressions/the-herem-and-its-transgression-on-both-sides-of-the-jordan-river,General · ANE · Other (기타)!R909,book chapter,"OBO 274, 83-98",Sasson,QUEUED,"bib_sasson/MISSING_Sasson 원본이 이미 정확 쪽수(83-98) 명시. Collège de France 심포지엄(Tabou et transgressions, 2012)의 발표 원고 확인, 편저자 Durand/Guichard/Römer 확인. ⚠journal_series 뒤쪽 괄호의 OBO는 통독 시리즈 — off-list로 놓치기 쉬운 유형(40_검증방법론 9-4 케이스)."
A-07a-009,1,General · ANE · Other (기타),"Lemaire, André",1999,Le ḥérem dans le monde nord-ouest sémitique,"in: L. Nehmé (ed.), Guerre et conquête dans le Proche-Orient ancien (Antiquités sémitiques 4; Paris: Institut d'études sémitiques du Collège de France / Maisonneuve, 1999), 79-92",off-list,low,B,https://www.worldcat.org/search?q=Guerre+et+conquete+dans+le+Proche-Orient+ancien+Nehme+Antiquites+semitiques,General · ANE · Other (기타)!R910,book chapter,"Antiquités sémitiques 4, 79-92",Groß,QUEUED,"⚠저자정정: MISSING_Groß 원본에 ‘Lemairt, Andri’로 OCR 밀림/오식 — 외부검색으로 André Lemaire(프랑스 셈어학·비문학자)로 확인·정정. 편저자 L. Nehmé, 수록서 Guerre et conquête dans le Proche-Orient ancien(Antiquités sémitiques 4, 1999) 확인."
A-07a-010,1,General · ANE · Other (기타),"Lemardelé, Christophe",2013,L'énigme topographique de Gibea: archéologie de terrain et 'archéologie' des textes,"Théologiques 21/1 (2013), p. 51 이하(정확한 종료쪽수 미확인)",off-list,low,B,https://www.researchgate.net/publication/314723371_L'enigme_topographique_de_Gibea_Archeologie_de_terrain_et_archeologie_des_textes,General · ANE · Other (기타)!R911,article,"Théologiques 21(1), 2013, p.51-",Sasson,QUEUED,"bib_sasson/MISSING_Sasson 원본 대조 제목 일치. ResearchGate/Semantic Scholar로 게재지(Théologiques 21/1, 2013) 확인했으나 종료 쪽수는 확인 못함."
