id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-11b-001,1,General · ANE · Other (기타),"Thomas, D. Winton",1934,The Root שני/מש (śny) in Hebrew [정확한 히브리어근 표기 원본 OCR 손상으로 불확실],Zeitschrift für die alttestamentliche Wissenschaft 52 (1934): 236–238,통독,mid,B,https://www.degruyter.com/journal/key/zaw/52/1/html,General · ANE · Other (기타)!R1552,article,"ZAW 52, 1934, 236-238",Groß,QUEUED,"MISSING_Groß_...md L933 원본 일치(제목 그대로). D. Winton Thomas는 1930년대 ZAW에 여러 'root' 연구를 다수 발표한 저명 학자(HB 어휘 연구) — CrossRef 검색으로 동일 연도 JTS 소재의 유사 제목 별도 논문(JTS os-35, 1934, 298-306)은 확인했으나 이 ZAW 52 항목 자체는 이번 세션 WebSearch 예산 소진으로 1차 열람 미완, bib 원본 일치 근거로 B등급."
A-11b-002,1,General · ANE · Other (기타),"Thompson, John L.",2001,Writing the Wrongs: Women of the Old Testament among Biblical Commentators from Philo through the Reformation,"Oxford: Oxford University Press, 2001",off-list,low,A,https://global.oup.com/academic/product/writing-the-wrongs-9780195132260,General · ANE · Other (기타)!R1553,book,"Oxford UP, 2001",Groß,QUEUED,MISSING_Groß_...md L935 원본 일치. OpenLibrary API로 저자(John Lee Thompson)·출판사(Oxford UP)·연도(2001) 확인.
A-11b-003,1,General · ANE · Other (기타),"Timm, Stefan",1989,Moab zwischen den Mächten: Studien zu historischen Denkmälern und Texten,"Ägypten und Altes Testament 17; Wiesbaden: Harrassowitz, 1989 (ISBN 3-447-02940-4; Tübingen Habil. 1987)",표적,mid,A,https://www.harrassowitz-verlag.de/Moab_zwischen_den_M%C3%A4chten/titel_1451.ahtml,General · ANE · Other (기타)!R1554+R1574,book,"ÄAT 17, 1989",Sasson;Groß,QUEUED,"ℹ중복병합(R1554+R1574) — 동일 저작이 Sasson bib(R1554, 정상 표기 'Timm')와 Groß MISSING(R1574, OCR 손상 'Ttmm')에 각각 등장. bib_sasson.md·MISSING_Groß 양쪽 원본 제목 완전 일치로 동일 문헌 확인, 본 행으로 병합·cited_by 통합. WebSearch로 ÄAT 17·Harrassowitz·1989 확인(Stefan Timm 위키피디아 항목 교차확인). ⚠저자명 OCR 정정: 'Ttmm'→Timm(R1574 계열 전체 R1575·R1576도 동일 패턴)."
A-11b-004,1,General · ANE · Other (기타),"Tomback, Richard S.",1978,A Comparative Semitic Lexicon of the Phoenician and Punic Languages,"SBL Dissertation Series; Missoula, MT: Scholars Press for the Society of Biblical Literature, 1978",off-list,low,A,https://openlibrary.org/works/OL15926975W,General · ANE · Other (기타)!R1555,dissertation,"SBLDS, 1978",Sasson,QUEUED,"MISSING_Sasson 원본 일치(제목 그대로, 'Dissertatio[n]'까지 일치). OpenLibrary API로 저자(Richard S. Tomback)·출판사(Scholars Press)·연도(1978) 확인."
A-11b-005,1,General · ANE · Other (기타),"Toorn, Karel van der",1987,Van haar wieg tot haar graf: De rol van de godsdienst in het leven van de Israëlitische en de Babylonische vrouw,"Assen: Van Gorcum, 1987 (Utrecht 박사논문)",off-list,low,B,https://www.worldcat.org/search?q=Van+haar+wieg+tot+haar+graf+Toorn,General · ANE · Other (기타)!R1556,dissertation,"Van Gorcum, 1987",Groß,QUEUED,"MISSING_Groß_...md L939 원본 일치('- Van haar wieg tot haar graf...'). Karel van der Toorn의 네덜란드어 박사논문(후에 영역 확장판 'From Her Cradle to Her Grave', JSOT Press 1994로 재출간)으로 확인되는 잘 알려진 저작이나, 이번 세션 WebSearch 예산 소진으로 외부 1차 소스 재확인 미완 — B등급."
A-11b-006,1,General · ANE · Other (기타),"Toorn, Karel van der",1990,The Nature of the Biblical Teraphim in the Light of the Cuneiform Evidence,Catholic Biblical Quarterly 52 (1990): 203–222,통독,mid,B,https://www.jstor.org/journal/cathbiblquar,General · ANE · Other (기타)!R1557,article,"CBQ 52, 1990, 203-222",Groß,QUEUED,MISSING_Groß_...md L940 원본 일치('- The Nature of the Biblical Teraphim...CB[Q]'). CBQ 게재 사실은 도메인 지식으로 확인되나 정확한 권·쪽수는 이번 세션 WebSearch 예산 소진으로 1차 재확인 미완 — B등급.
A-11b-007,1,General · ANE · Other (기타),"Toorn, Karel van der",2017,Celebrating the New Year with the Israelites: Three Extrabiblical Psalms from Papyrus Amherst 63,Journal of Biblical Literature 136/3 (2017): 633–649,통독,mid,A,https://www.jstor.org/stable/10.15699/jbl.1363.2017.633,General · ANE · Other (기타)!R1558,article,"JBL 136/3, 2017, 633-649",Smith,QUEUED,bib_smith.md L768 원본 일치(제목 그대로). JBL 136/3(2017) 게재로 확인.
A-11b-008,1,General · ANE · Other (기타),"Trebolle Barrera, Julio",1991,Édition préliminaire de 4QJugesᵇ: Contribution des manuscrits qumrâniens des Juges à l'étude textuelle et littéraire du livre,Revue de Qumrân 14/2=54 (1989–1991): 229–245,표적,mid,A,https://www.jstor.org/journal/revuqumr,General · ANE · Other (기타)!R1559,article,"RevQ 14/2, 1991, 229-245",Sasson;Groß,QUEUED,"⚠저자 정정: xlsx·MISSING_Sasson·MISSING_Groß 원본 모두 'Tov 1991'로 표기되어 있으나, bib_sasson.md(정제본) L1426 'Trebolle Barrera 1991 — Édition préliminaires de 4QJugesb'가 동일 제목으로 정확한 저자를 명시 — Emanuel Tov가 아닌 Julio Trebolle Barrera(4QJudg 전문 연구자)의 논문으로 확정. 원본 bib 자체(raw OCR)의 저자 오류 사례로 판단(작업지시문 Neumann→Niemann 사례와 동일 패턴)."
A-11b-009,1,General · ANE · Other (기타),"Trebolle Barrera, Julio",1995,"""49. 4QJudgᵃ""; ""50. 4QJudgᵇ""; ""54. 4QKgs""","in E. Ulrich et al. (eds.), Qumran Cave 4.IX: Deuteronomy, Joshua, Judges, Kings (Discoveries in the Judaean Desert XIV; Oxford: Clarendon Press, 1995), pp. 161–164, 165–169",표적,mid,A,https://global.oup.com/academic/product/qumran-cave-4-ix-9780198263219,General · ANE · Other (기타)!R1560,book chapter,"DJD 14, 1995, 161-69",Sasson,QUEUED,"⚠저자 정정: xlsx·MISSING_Sasson 원본은 'Tov 1995'로 표기되어 있으나, bib_sasson.md(정제본) L1427 'Trebolle Barrera 1995 — 49. 4QJudga; 50. 4QJudgb; 54. 4QKgs'가 동일 제목으로 정확한 저자를 명시 — DJD XIV 전체 편집진(Ulrich·Cross·Tov 등 7인)과 별개로 Judges·Kings 개별 항목의 실제 집필자는 Trebolle Barrera. R1568(Trebolle 1995 '4QJudg-a', Smith 인용)과 동일 DJD 출판물이나 인용 단위(쪽수 포함 3개 항목 vs 단일 siglum)가 달라 별행 유지, 병합하지 않음."
A-11b-010,1,General · ANE · Other (기타),"Tov, Emanuel",2005,The Text-Critical Value of the Old Latin and Antiochene/Antiochean Greek Texts in the Book of Judges [부제 원본 절단],게재처 미상(원본 80자 절단으로 확인 불가),off-list,low,C,https://scholar.google.com/scholar?q=Tov+Text-Critical+Value+Old+Latin+Antiochene+Judges,General · ANE · Other (기타)!R1561,article,,Groß,QUEUED,"MISSING_Groß_...md L(Tov 2005 인접행) 원본 일치하나 제목이 'Boo[k of Judges]'에서 절단. Emanuel Tov는 저명 본문비평학자로 저작 가능성 높으나, R1559·R1560에서 확인된 Tov/Trebolle Barrera 혼동 패턴(Antiochene/OL 텍스트비평은 Trebolle Barrera의 주 전공 분야이기도 함— 참고: Trebolle Barrera 2020 'Contribution of OL to Reconstruction of OG in Judges and Kings')을 고려할 때 저자 확정에 잔존 불확실성 있음 — C등급."
