id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-08a-001,1,General · ANE · Other (기타),"Miles, Johnny",2008,‘Who Are You Calling “Stupid”’? Ethnocentric Humour and Identity Construct in the Colonial Discourse of Judges 3:12–30,"The Bible and Critical Theory 4, no. 1 (2008): 04.1–04.16",off-list,low,A,https://bibleandcriticaltheory.com/issues/vol4-no1/vol-4-no-1-2008-who-are-you-calling-stupid-ethnocentric-humour-and-identity-construct-in-the-colonial-discourse-of-judges-312-30/,General · ANE · Other (기타)!R1052,article,"Bible and Critical Theory 4(1), 2008, 04.1-04.16",Sasson,QUEUED,bib_sasson 원본 대조 title 일치(전체 부제 확인). 저자 Johnny Miles·저널 The Bible and Critical Theory 4(1) 2008 외부 확인(저널 공식 사이트).
A-08a-002,1,General · ANE · Other (기타),"Milgrom, Jacob",2000,Leviticus 17–22: A New Translation with Introduction and Commentary,"The Anchor Bible 3A; New York: Doubleday, 2000",표적,low,A,https://www.worldcat.org/search?q=Milgrom+Leviticus+17-22+Anchor+Bible+2000,General · ANE · Other (기타)!R1053,book,"AB/AYB 3A, 2000",Sasson,QUEUED,bib_sasson·MISSING_Sasson 원본 대조 일치. ⚠boundary정정: AYB(Anchor Yale Bible)는 OT-검색바운더리.md 2-6 주석시리즈(영어권)에 표적으로 등재 — off-list 아님.
A-08a-003,1,General · ANE · Other (기타),"Milgrom, Jacob",2001,Leviticus 23–27: A New Translation with Introduction and Commentary,"The Anchor Bible 3B; New York: Doubleday, 2001",표적,low,A,https://www.worldcat.org/search?q=Milgrom+Leviticus+23-27+Anchor+Bible+2001,General · ANE · Other (기타)!R1054,book,"AB/AYB 3B, 2001",Sasson,QUEUED,bib_sasson·MISSING_Sasson 원본 대조 일치. ⚠boundary정정: AYB 표적 시리즈(R1053과 동일 근거).
A-08a-004,1,General · ANE · Other (기타),"Miller, Geoffrey D.",2012,Raphael the Liar: Angelic Deceit and Testing in the Book of Tobit,Catholic Biblical Quarterly 74 (2012),통독,low,B,https://www.worldcat.org/search?q=Miller+Raphael+the+Liar+Catholic+Biblical+Quarterly+2012,General · ANE · Other (기타)!R1055,article,"CBQ 74, 2012",Sasson,QUEUED,"⚠저자정정: xlsx·MISSING_Sasson은 'Milgrom 2012'로 표기하나 bib_sasson 원본(더 깨끗한 1차 소스) 대조 결과 동일 제목의 실제 저자는 Miller, Geoffrey D.(off-by-one 저자 밀림, 40_검증방법론.md 사례와 동일 패턴). CBQ 74(2012) 확인, 정확 쪽수는 미확인."
A-08a-005,1,General · ANE · Other (기타),"Milik, J. T.",1959,Notes d’épigraphie et de topographie palestiniennes: IV. Le sanctuaire de Baʿal Berit à Sichem,Revue Biblique 66 (1959): 550–575,통독,low,A,https://www.persee.fr/collection/rebi,General · ANE · Other (기타)!R1056,article,"RB 66, 1959, 550-575",Smith,QUEUED,"bib_smith·MISSING_Smith 원본 대조 제목 일치. 저널·권·쪽수(RB 66, 1959, 550-575)는 외부 검색으로 확인."
A-08a-006,1,General · ANE · Other (기타),"Militarev, Alexander; Kogan, Leonid",2000,"Semitic Etymological Dictionary, Vol. I: Anatomy of Man and Animals","AOAT 278/1; Münster: Ugarit-Verlag, 2000",표적,low,A,https://www.ugarit-verlag.com/en/products/semitic-etymological-dictionary-vol-i-anatomy-of-man-and-animals-aoat-278-1,General · ANE · Other (기타)!R1057,book,"AOAT 278/1, 2000, ISBN 978-3-927120-96-0",Smith,QUEUED,⚠저자보완: bib_smith 원본은 'Militarev and Kogan 2000'(공저)인데 MISSING_Smith·xlsx엔 Kogan이 누락됨. Ugarit-Verlag 공식페이지로 AOAT 278/1 확인.
A-08a-007,1,General · ANE · Other (기타),"Millard, A. R.",1980,Yw and Yhw Names,Vetus Testamentum 30 (1980): 208–,통독,low,A,https://brill.com/view/journals/vt/30/2/article-p208_7.xml,General · ANE · Other (기타)!R1058,article,"VT 30, 1980, p.208-",Smith,QUEUED,"bib_smith·MISSING_Smith 원본 대조 제목 일치. Brill 저널 페이지로 VT 30(2), 1980, 208쪽 시작 확인(끝쪽 미확인)."
A-08a-008,1,General · ANE · Other (기타),"Miller, Jared L.",2016,Vergewaltigung (Rape),"Reallexikon der Assyriologie und Vorderasiatischen Archäologie, Bd. 14; Berlin: De Gruyter, 2016, 540–545",표적,low,A,https://www.worldcat.org/search?q=Reallexikon+der+Assyriologie+Band+14+2016,General · ANE · Other (기타)!R1059,dictionary entry,"RlA 14, 2016, 540-545",Sasson,QUEUED,MISSING_Sasson에 이미 완전 서지(RlA 14: 540-45) 존재. 저자 풀네임 Jared L. Miller 외부 확인(LMU 뮌헨 교수 프로필).
A-08a-009,1,General · ANE · Other (기타),"Miller-Naudé, Cynthia L.",2013,Ellipsis: Biblical Hebrew,"Encyclopedia of Hebrew Language and Linguistics, vol. 1: A–F, ed. Geoffrey Khan; Leiden: Brill, 2013, 807–812",off-list,low,A,https://referenceworks.brill.com/display/db/ehll,General · ANE · Other (기타)!R1060,dictionary entry,"EHLL vol.1, 2013, 807-812",Smith,QUEUED,bib_smith·MISSING_Smith 원본 대조 일치. 저자 풀네임·쪽수(807-812)는 외부 검색으로 확인.
A-08a-010,1,General · ANE · Other (기타),"Minunno, Giuseppe",2008,La mutilation du corps de l’ennemi,"in: P. Abrahami and L. Battini (eds.), Les armées du Proche-Orient ancien (IIIe–Ier mill. av. J.-C.); Oxford: Archaeopress, 2008, 247–255",off-list,low,A,https://dokumen.pub/les-armees-du-proche-orient-ancien-iiie-ier-millav-j-c-actes-du-colloque-international-organise-a-lyon-les-1-er-et-2-decembre-2006-maison-de-lorient-et-de-la-mediterranee-9781407302324-9781407333601.html,General · ANE · Other (기타)!R1061,book chapter,"Abrahami & Battini 2008, pp. 247-255",Sasson,QUEUED,"ℹ중복병합(R1061+R1062, 동일 문헌 2행). ⚠저자정정: xlsx R1061은 'Milstein 2008'로 표기하나 bib_sasson 원본엔 이 제목 항목이 'Minunno 2008' 하나뿐이고, Milstein은 인접한 별개 문헌(Milstein 2016a/b)에서 밀린 off-by-one 오류로 판단. 외부검색으로 저자 Giuseppe Minunno, 수록 247-255쪽 확정."
