id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-10c-001,1,General · ANE · Other (기타),"Shupak, Nili",2006,A Fresh Look at the Dreams of the Officials and of Pharaoh in the Story of Joseph (Genesis 40–41) in the Light of Egyptian Dreams,Journal of the Ancient Near Eastern Society (JANES) 30,off-list,low,A,https://cris.haifa.ac.il/en/publications/a-fresh-look-at-the-dreams-of-the-officials-and-of-pharaoh-in-the,General · ANE · Other (기타)!R1452,article,"JANES 30, 2006, 103-138",Smith,QUEUED,"bib_smith.md(L707)/MISSING_Smith(L639) 원본 title 일치(제목 절단 확인). 외부: Haifa Univ CRIS 공식 레코드로 JANES 30(2006), 103-138 확인."
A-10c-002,1,General · ANE · Other (기타),"Siegert, Folker",1992,"Drei hellenistisch-jüdische Predigten II: Ps.-Philon, »Über Jona«, »Über Jona« (Fragment) und »Über Simson«","WUNT 61; Tübingen: J.C.B. Mohr (Siebeck), 1992",off-list,low,A,https://dialnet.unirioja.es/servlet/articulo?codigo=8255619,General · ANE · Other (기타)!R1453,book,"WUNT 61, 1992",Groß,QUEUED,"xlsx title는 Gross행 관행대로 'Siegert, Folker, Drei...'처럼 서지가 title 필드에 섞여 있어 author를 'Siegert, Folker'로 분리. MISSING_Groß(L885) 원본 title 일치(OCR: 'Ober Jonac'→'Über Jona«,'). 외부: Dialnet 서평(WUNT 61, Mohr Siebeck 1992) 및 Amazon/AbeBooks 다수 매물로 확인. WUNT는 신약학 시리즈로 OT 바운더리 목록에 없어 off-list."
A-10c-003,1,General · ANE · Other (기타),"Siegert, Folker",1999,"Prédications synagogales. Pseudo-Philon; traduction, notes et commentaire","Sources Chrétiennes 435; Paris: Cerf, 1999",off-list,low,A,https://sourceschretiennes.org/collection/sc435,General · ANE · Other (기타)!R1454,book,"SC 435, 1999",Sasson,QUEUED,bib_sasson.md(L1272)/MISSING_Sasson(L1272) 원본 title 정확 일치. 외부: Sources Chrétiennes 공식 컬렉션 페이지(SC 435)로 확인 — 공역자 Jacques de Roulet과 공동(Siegert 1980/1992 독일어 원저의 불역+개정). notes: author는 Siegert 단독 표기하되 실제 공역자 de Roulet 있음.
A-10c-004,1,General · ANE · Other (기타),"Sigrist, Marcel",1993,Seven Emar Tablets,"in: Anson F. Rainey and Aharon Kempinski (eds.), kinattūtu ša dārâti: Raphael Kutscher Memorial Volume (Tel Aviv: Institute of Archaeology, Tel Aviv University, 1993), 165–187",off-list,low,A,https://www.academia.edu/6892222/Witness_Lists_at_Emar_The_Syrian_Type_Tablets,General · ANE · Other (기타)!R1455,chapter,"Kutscher Memorial Volume, 1993, 165-187",Sasson,QUEUED,"bib_sasson.md(L1315)/MISSING_Sasson(L1273) 원본 title 정확 일치. 외부 검색으로 수록처(Rainey/Kempinski eds., kinattūtu ša dārâti, Kutscher Memorial Volume, Tel Aviv 1993) 확인."
A-10c-005,1,General · ANE · Other (기타),"Sigrist, Marcel",1995,Some di-til-la Tablets in the British Museum,"in: Ziony Zevit, Seymour Gitin, and Michael Sokoloff (eds.), Solving Riddles and Untying Knots: Biblical, Epigraphic, and Semitic Studies in Honor of Jonas C. Greenfield (Winona Lake, IN: Eisenbrauns, 1995), 609–618",off-list,low,A,https://www.eisenbrauns.org/books/titles/978-0-931464-93-5.html,General · ANE · Other (기타)!R1456,chapter,"Greenfield Festschrift, 1995, 609-618",Sasson,QUEUED,"bib_sasson.md(L1316)/MISSING_Sasson(L1274) 원본 title 정확 일치. 외부: Eisenbrauns 공식 도서 페이지(Zevit/Gitin/Sokoloff eds., Greenfield Festschrift, 1995)로 확인."
A-10c-006,1,General · ANE · Other (기타),"Silver, Edward",2009,The Prophet and the Lying Pen: Jeremiah's Poetic Challenge to the Deuteronomic School,"PhD dissertation, University of Chicago, 2009",off-list,low,A,https://www.proquest.com/openview/1bf9db2eb17b482bb91ee88fe8bd0008/1?pq-origsite=gscholar&cbl=18750,General · ANE · Other (기타)!R1457,dissertation,"ProQuest 3387053, Univ. of Chicago, 2009",Smith,QUEUED,"bib_smith.md(L708)/MISSING_Smith(L640) 원본 title 일치(제목 절단 확인). 외부: ProQuest Dissertations 레코드(3387053, University of Chicago, 2009)로 확인."
A-10c-007,1,General · ANE · Other (기타),"Sima, Alexander",2001,Nochmals zur Deutung des hebräischen Namens 'Oṭnī'ēl',Biblische Notizen 106 (2001): 47–51,통독,low,A,https://biblische-notizen.digitheo.de/ojs/index.php/bn/article/view/97783,General · ANE · Other (기타)!R1458,article,"BN 106, 2001, 47-51",Sasson,QUEUED,"bib_sasson.md(L1317)/MISSING_Sasson(L1275) 원본 title 정확 일치. 외부 검색으로 Biblische Notizen 106(2001), 47-51 확인. BN은 바운더리 저널 화이트리스트(통독)에 등재."
A-10c-008,1,General · ANE · Other (기타),"Simpson, William Kelly;Wente, Edward F.;Faulkner, Robert O.",1972,"The Literature of Ancient Egypt: An Anthology of Stories, Instructions, and Poetry","New Haven: Yale University Press, 1972",off-list,low,A,https://www.amazon.com/literature-ancient-Egypt-anthology-instructions/dp/0300016875,General · ANE · Other (기타)!R1459,book,"Yale UP, 1972",Sasson,QUEUED,"저자 보완: xlsx는 'Simpson'만 표기하나 bib_sasson.md(L1321) 원본은 'Simpson, Wente, and Faulkner 1972' 공편역 명시. MISSING_Sasson(L1278)은 제목만 절단 일치. 외부: Yale UP/Amazon/AbeBooks 다수 매물로 편저자(Simpson ed.; 번역 Faulkner, Wente) 확인."
A-10c-009,1,General · ANE · Other (기타),"Simpson, William Kelly",2003,"The Literature of Ancient Egypt: An Anthology of Stories, Instructions, Stelae, Autobiographies, and Poetry","3rd ed.; New Haven: Yale University Press, 2003",off-list,low,A,https://yalebooks.yale.edu/book/9780300099201/the-literature-of-ancient-egypt/,General · ANE · Other (기타)!R1460,book,"Yale UP 3rd ed., 2003, ISBN 9780300099201",Sasson,QUEUED,bib_sasson.md(L1320) 원본 title 일치(3rd ed. 명시). MISSING_Sasson(L1279) 절단 일치. 외부: Yale University Press 공식 도서 페이지로 확인.
A-10c-010,1,General · ANE · Other (기타),"Singer, Karl Helmut",1992,Alttestamentliche Blutrachepraxis im Vergleich mit der Ausübung der Blutrache in der Türkei,"Frankfurt am Main: Peter Lang, 1992 (dissertation)",off-list,low,B,https://www.peterlang.com/view/title/40921,General · ANE · Other (기타)!R1461,dissertation,"Peter Lang, 1992",Groß,QUEUED,"MISSING_Groß(L889) 원본 title 절단 일치('Singer, Karl Helmut, Alttestamentliche Blutrachepraxis...'). 외부: Peter Lang 카탈로그 검색 스니펫으로 실재 확인했으나 상세페이지(view/title/40921) 접속 시 404 — 1차 열람 실패로 B등급."
