id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-10b-001,1,General · ANE · Other (기타),"Schmitt, Hans-Christoph",1992,"Das sogenannte vorprophetische Berufungsschema: Zur »geistigen Heimat« des Berufungsformulars von Ex 3,9–12; Jdc 6,11–24 und I Sam 9,1–10,16","Zeitschrift für die alttestamentliche Wissenschaft 104/2 (1992): 202–216; 재수록: Theologie in Prophetie und Pentateuch: Gesammelte Schriften (BZAW 310), Berlin: De Gruyter, 2001, 255–276",통독,low,A,https://doi.org/10.1515/zatw.1992.104.2.202,General · ANE · Other (기타)!R1402,article,"ZAW 104/2, 1992, 202-216",Smith;Groß,QUEUED,"ℹ중복병합(R1402+R1403 통합, R1402 xlsx_ref로 대표). R1402(Smith 인용, 'Schmitt 1992')와 R1403(Groß 인용, 'Schmitt 2001' — 실제로는 BZAW310 재수록 서지가 OCR 과정에서 별도 행으로 분리된 것)이 동일 논문. De Gruyter 저널 1차 페이지로 원 게재지(ZAW 104, 1992, 202-216) 확인. Groß 원본이 전하는 재수록 정보(BZAW310, Berlin 2001, 255-276)는 원본 OCR 그대로 반영(재수록 쪽수 외부 재확인은 검색 예산 소진으로 미완)."
A-10b-002,1,General · ANE · Other (기타),"Schmitz, Philip C.",2008,"Deity and Royalty in Dedicatory Formulae: The Ekron Store-Jar Inscription Viewed in the Light of Judges 7:18, 20 and the Inscribed Gold Medallion from the Douïmès Necropolis at Carthage (KAI 73)",Maarav 15/2 (2008): 165–173,표적,low,A,https://doi.org/10.1086/mar200815203,General · ANE · Other (기타)!R1404,article,"Maarav 15/2, 2008, 165-173",Sasson;Smith,QUEUED,bib_sasson/bib_smith 원본 대조 제목 일치. Crossref DOI로 저널·권·쪽 확인.
A-10b-003,1,General · ANE · Other (기타),"Schmitz, Philip C.",2012,The Phoenician Diaspora: Epigraphic and Historical Studies,"Winona Lake, IN: Eisenbrauns, 2012",off-list,low,B,,General · ANE · Other (기타)!R1405,book,,Smith,QUEUED,"bib_smith 원본 대조 제목 완전 일치. Eisenbrauns 2012 단행본으로 일반 지식 확인(출판사 1차 페이지·ISBN 교차확인은 검색 예산 소진으로 미완, 등급 B)."
A-10b-004,1,General · ANE · Other (기타),"Schmoldt, Hans",1993,"Der Überfall auf Michas Haus (Jdc 18,13–18)",Zeitschrift für die alttestamentliche Wissenschaft 105 (1993): 92– [종료쪽 미확인],통독,low,B,,General · ANE · Other (기타)!R1406,article,"ZAW 105, 1993, 92-",Sasson;Groß,QUEUED,"ℹ중복병합(R1406+R1407 통합, R1406 xlsx_ref로 대표). R1406(Sasson 인용, 영문식 인용)과 R1407(Groß 인용, 원본 OCR에서 연도 태그가 'Schmoldt 2004'로 오분류)이 동일 논문. 본문 중 'ZAW 105, 1993'으로 실제 발행연도 1993 확정(★연도정정: Groß측 태그 2004는 오류). 시작쪽 92는 Sasson·Groß 양쪽 원본에서 공통 확인되나 종료쪽수는 원본 OCR 손상으로 미확인(예산 소진)."
A-10b-005,1,General · ANE · Other (기타),"Schniedewind, William M.",2013,A Social History of Hebrew: Its Origins through the Rabbinic Period,"Anchor Yale Bible Reference Library; New Haven: Yale University Press, 2013",off-list,low,B,,General · ANE · Other (기타)!R1408,book,,Smith,QUEUED,"bib_smith 원본 대조 제목 완전 일치. Yale UP 2013(AYBRL) 일반 지식 확인, 외부 DB 1차 교차확인은 예산 소진으로 미완."
A-10b-006,1,General · ANE · Other (기타),"Schorn, Ulrike",1997,Ruben und das System der zwölf Stämme Israels: Redaktionsgeschichtliche Untersuchungen zur Bedeutung des Erstgeborenen Jakobs,"Beihefte zur Zeitschrift für die alttestamentliche Wissenschaft (BZAW) 248; Berlin: De Gruyter, 1997",통독,low,A,https://doi.org/10.1515/9783110830392,General · ANE · Other (기타)!R1409,book,"BZAW 248, 1997",Groß,QUEUED,★연도정정: xlsx 원표기 'Schorn 1957'은 OCR 오독(9→5로 손상). De Gruyter·Amazon·dokumen.pub 등 복수 소스로 실제 출간연도 1997(BZAW 248) 확인.
A-10b-007,1,General · ANE · Other (기타),"Schorn, Ulrike",1989,[ThWAT 표제어 미상 — OCR 손상],"Theologisches Wörterbuch zum Alten Testament (ThWAT) VI, 1989, Sp. 617–625",표적,low,C,,General · ANE · Other (기타)!R1410,dictionary entry,,Groß,QUEUED,"Groß 원본에서 표제어(히브리어 표제어 추정) 부분이 'Ml!)'로 심각하게 OCR 손상되어 판독 불가. 저자·권·쪽수(ThWAT VI, 1989, 617-625)는 원본 그대로 유지했으나, Ulrike Schorn(서사·문헌비평 연구자)이 실제로 이 사전 항목의 필자인지 외부 검증 실패 — 저자 동일성에도 낮은 확신(off-by-one 가능성 배제 못함)."
A-10b-008,1,General · ANE · Other (기타),"Schroer, Silvia",1987,In Israel gab es Bilder: Nachrichten von darstellender Kunst im Alten Testament,"Orbis Biblicus et Orientalis (OBO) 74; Freiburg (Schweiz): Universitätsverlag / Göttingen: Vandenhoeck & Ruprecht, 1987",통독,low,A,https://www.zora.uzh.ch/id/eprint/141583/1/Schroer_1987_In_Israel_gab_es_Bilder.pdf,General · ANE · Other (기타)!R1411,book,"OBO 74, 1987",Groß,QUEUED,Groß 원본 대조 일치. 취리히대 ZORA 리포지토리 원문 PDF·Internet Archive로 저자·제목·총서(OBO 74)·출간연도 확인.
A-10b-009,1,General · ANE · Other (기타),"Schuil, Auke",1997,Amalek: Onderzoek naar oorsprong en ontwikkeling van Amaleks rol in het Oude Testament,"Zoetermeer: Uitgeverij Boekencentrum, 1997",off-list,low,A,,General · ANE · Other (기타)!R1412,dissertation,,Groß,QUEUED,"Groß 원본 대조 일치(저자명 'Schuil, Auke' 원본에서 정상 판독됨). Open Library로 저자·서명·출간연도(1997)·출판사(Boekencentrum) 확인."
A-10b-010,1,General · ANE · Other (기타),"Schulman, Alan R.",1979,Diplomatic Marriage in the Egyptian New Kingdom,Journal of Near Eastern Studies 38/3 (1979): 177–193,표적,low,A,https://doi.org/10.1086/372739,General · ANE · Other (기타)!R1413,article,"JNES 38/3, 1979, 177-193",Sasson,QUEUED,bib_sasson 원본 대조 일치. Crossref DOI로 저널·권·쪽 확인.
A-10b-011,1,General · ANE · Other (기타),"Schunck, Klaus-Dietrich",1986,[ThWAT 표제어 미상 — OCR 손상],"ThWAT V, 1986, Sp. 955–957",표적,low,C,,General · ANE · Other (기타)!R1414,dictionary entry,,Groß,QUEUED,"Groß 원본에 표제어가 'r,o'로 OCR 손상되어 판독 불가. 저자·권·쪽수는 원본 그대로(Schunck는 ThWAT 실집필진으로 일반적으로 알려짐)."
