id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-11c-001,1,General · ANE · Other (기타),"Vaux, Roland de",1961,Ancient Israel: Its Life and Institutions,"Translated by John McHugh; London: Darton, Longman & Todd, 1961",off-list,mid,B,https://archive.org/details/ancientisraelits0000vaux,General · ANE · Other (기타)!R1602,book,"DLT, 1961",Sasson,QUEUED,"bib_sasson.md(L1448 'Vaux, de 1960')·MISSING_Sasson(L1366) 원본 title 일치. 외부 검색(Internet Archive, Cambridge Core/Blackfriars 서평, 다수 서점 매물)에서 McHugh 영역판은 1961년 Darton Longman & Todd 간행으로 일관되게 확인 — 원본·xlsx의 '1960'에서 연도 정정(원저 프랑스어판과 혼동 가능성)."
A-11c-002,1,General · ANE · Other (기타),"Veijola, Timo",1984,"David in Keila: Tradition und Interpretation in 1 Samuel 23,1–13",Revue Biblique 91 (1984),통독,low,B,https://www.jstor.org/journal/revubibl,General · ANE · Other (기타)!R1603,article,"RB 91, 1984",Sasson,QUEUED,bib_sasson.md(L1452)·MISSING_Sasson(L1367) title 일치. 외부 검색(Google Scholar/JSTOR)으로 Revue Biblique(RB) 게재 확인. 원제는 독일어 'Tradition und Interpretation'이며 xlsx의 'and'는 영역 표기.
A-11c-003,1,General · ANE · Other (기타),"Veldhuis, Niek",1999,All Those Signs (= Reading the Signs),"Pp. 161–174 in H. L. J. Vanstiphout et al. (eds.), All Those Nations...: Cultural Encounters within and with the Near East (Studies Presented to Han Drijvers), Groningen: STYX Publications, 1999",off-list,low,B,https://www.ocf.berkeley.edu/~veldhuis/publications.html,General · ANE · Other (기타)!R1604,chapter,pp. 161-74,Sasson,QUEUED,"bib_sasson.md(L1453)·MISSING_Sasson(L1368) title 일치. 외부 검색으로 Vanstiphout 기념논문집(Styx, 1999) 수록 확인."
A-11c-004,1,General · ANE · Other (기타),"Verardi, Virginia",2005,Le rôle du banquet en Mésopotamie,"Pp. 165–174 in Philippe Talon (ed.), [정확한 서명 미확인]",off-list,low,C,https://www.persee.fr/authority/252816,General · ANE · Other (기타)!R1605,chapter,pp. 165-74,Sasson,QUEUED,"bib_sasson.md(L1454)·MISSING_Sasson(L1369) title 일치. 외부 검색으로 저자 Virginia Verardi(Talon 지도 박사과정) 및 편저자 Philippe Talon 관련성만 확인, 정확한 수록서명·발행처는 미확정 — C등급."
A-11c-005,1,General · ANE · Other (기타),"Vernus, Pascal",2003,Affairs and Scandals in Ancient Egypt,"Ithaca, NY: Cornell University Press, 2003",off-list,low,B,https://www.cornellpress.cornell.edu/book/9780801440500/affairs-and-scandals-in-ancient-egypt/,General · ANE · Other (기타)!R1606,book,"Cornell UP, 2003",Sasson,QUEUED,"bib_sasson.md(L1456)·MISSING_Sasson(L1372) title 일치. xlsx 원문에 출판사 정보 이미 포함, 저자(이집트학자 Pascal Vernus) 일반 지식으로 보완."
A-11c-006,1,General · ANE · Other (기타),"Viberg, Åke",1992,Symbols of Law: A Contextual Analysis of Legal Symbolic Acts in the Old Testament,"Coniectanea Biblica, Old Testament Series 34; Almqvist & Wiksell, 1992 [발행 도시 미확인]",표적,low,B,https://www.amazon.com/Symbols-Law-Contextual-Analysis-Testament/dp/9188906132,General · ANE · Other (기타)!R1607,book,ConBOT 34,Sasson,QUEUED,"bib_sasson.md(L1457)·MISSING_Sasson(L1373) title 일치(xlsx 'ofLaw'/'ofLegal'은 OCR 공백 소실). 외부 검색(Amazon/ResearchGate)으로 ConBOT 34 시리즈·저자 Åke Viberg 확인, 발행 도시(Uppsala/Stockholm)는 미확정."
A-11c-007,1,General · ANE · Other (기타),"Vidal, Jordi",2009,The Siege of Razama: An Example of Aggressive Defence in Old-Babylonian Times,Altorientalische Forschungen 36/2 (2009): 365–371,off-list,low,A,https://www.degruyterbrill.com/document/doi/10.1524/aofo.2009.0023/html,General · ANE · Other (기타)!R1608,article,"AoF 36/2, 2009, 365-371",Sasson,QUEUED,bib_sasson.md(L1459)·MISSING_Sasson(L1374) title 일치. De Gruyter 1차 DOI 페이지로 저널·권·쪽 확인. AoF는 바운더리 화이트리스트 미포함.
A-11c-008,1,General · ANE · Other (기타),"Vidal, Jordi (ed.)",2010,Studies on War in the Ancient Near East: Collected Essays on Military History,"Alter Orient und Altes Testament 372; Münster: Ugarit-Verlag, 2010",표적,low,B,https://www.ugarit-verlag.com/,General · ANE · Other (기타)!R1609,book,AOAT 372,Sasson,QUEUED,"bib_sasson.md(L1460)·MISSING_Sasson(L1375) title 일치. 외부 검색(타 논문 각주 인용)으로 AOAT 372(Ugarit-Verlag, Münster) 확인."
A-11c-009,1,General · ANE · Other (기타),"Vielhauer, Roman",2007,Das Werden des Buches Hosea: Eine redaktionsgeschichtliche Untersuchung,"Beihefte zur ZAW 349; Berlin/New York: De Gruyter, 2007",통독,low,A,https://www.degruyter.com/document/doi/10.1515/9783110907100/html,General · ANE · Other (기타)!R1610,book,BZAW 349,Groß,QUEUED,"MISSING_Groß(L971) 'Vielhauer, Roman, Das Werden des Buches Hosea. Eine redaktionsgeschichtliche Unt[ersuchung]' OCR 절단 복원. De Gruyter 1차 페이지로 BZAW 349 확인."
A-11c-010,1,General · ANE · Other (기타),"Vigouroux, Fulcran",1881,"La Bible et les découvertes modernes en Palestine, en Égypte et en Assyrie","Paris: Berche et Thalin, 1881",off-list,low,A,https://archive.org/advancedsearch.php?q=Vigouroux+Bible+decouvertes+modernes,General · ANE · Other (기타)!R1611,book,"Paris, 1881",Sasson,QUEUED,"bib_sasson.md(L1461, 'Vol. 3')·MISSING_Sasson(L1376) title 일치. Archive.org 서지 레코드(Emory 소장본 4건)로 저자 전체명(Fulcran Vigouroux)·출판사 확인."
