id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-09b-001,1,General · ANE · Other (기타),"Powell, Marvin A.",1985,"Salt, Seed, and Yields in Sumerian Agriculture: A Critique of the Theory of Progressive Salinization",Zeitschrift für Assyriologie und Vorderasiatische Archäologie 75/1 (1985): 7–38,표적,low,A,https://doi.org/10.1515/zava.1985.75.1.7,General · ANE · Other (기타)!R1252,article,"ZA 75/1, 1985, 7-38",Sasson,QUEUED,"bib_sasson/MISSING_Sasson 원본 대조 제목 일치. DOI(De Gruyter)로 저널·권·쪽 확인(ZA 75/1, 1985, 7-38)."
A-09b-002,1,General · ANE · Other (기타),"Powell, Marvin A.",1990,Identification and Interpretation of Long-Term Price Fluctuations in Babylonia: More on the History of Money in Mesopotamia,Altorientalische Forschungen 17/1-2 (1990): 76–99,off-list,low,A,https://doi.org/10.1524/aofo.1990.17.12.76,General · ANE · Other (기타)!R1253,article,"AoF 17, 1990, 76-99",Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치. DOI로 저널·권·쪽 확인.
A-09b-003,1,General · ANE · Other (기타),"Press, Michael D.",2012,(Pytho)Gaia in Myth and Legend: The Goddess of the Ekron Inscription Revisited,Bulletin of the American Schools of Oriental Research 365 (2012): 1–25,표적,low,A,https://www.journals.uchicago.edu/doi/abs/10.5615/bullamerschoorie.365.0001,General · ANE · Other (기타)!R1254,article,"BASOR 365, 2012, 1-25",Sasson,QUEUED,"bib_sasson/MISSING_Sasson 원본 대조 일치. 저널사(Univ. of Chicago Press, BASOR)로 확인."
A-09b-004,1,General · ANE · Other (기타),"Price, Joe H.",2017,A Note on the Implications of Two Mari Texts (ARM 26/1 106 and ARM 25 143) for Benaiah's Leonine Episode in 2Sam 23:20 par. 1Chr 11:22,Zeitschrift für die alttestamentliche Wissenschaft 129/4 (2017): 600–604,통독,low,A,https://doi.org/10.1515/zaw-2017-4007,General · ANE · Other (기타)!R1255,article,"ZAW 129/4, 2017, 600-604",Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치. DOI(De Gruyter)로 저자·쪽수 확인.
A-09b-005,1,General · ANE · Other (기타),"Propp, William H. C.",1999,Exodus 1–18: A New Translation with Introduction and Commentary,"Anchor Bible 2; New York: Doubleday, 1999",표적,low,A,https://www.worldcat.org/search?q=Propp+Exodus+1-18+Anchor+Bible+1999,General · ANE · Other (기타)!R1256,book,"AB 2, 1999",Smith,QUEUED,bib_smith/MISSING_Smith 원본 대조 일치(제목 그대로). 저명한 Anchor Bible 주석서.
A-09b-006,1,General · ANE · Other (기타),"Pruzsinszky, Regine",2003,Die Personennamen der Texte aus Emar,"Studies on the Civilization and Culture of Nuzi and the Hurrians (SCCNH) 13; Bethesda, MD: CDL Press, 2003",off-list,low,A,https://www.eisenbrauns.org/books/titles/978-1-883053-75-7.html,General · ANE · Other (기타)!R1257,book,"SCCNH 13, 2003",Smith,QUEUED,bib_smith/MISSING_Smith 원본 대조 일치. Eisenbrauns 출판사 페이지로 SCCNH 13(2003) 확인.
A-09b-007,1,General · ANE · Other (기타),"Pseudo-Philo (trans./ed. Dietzfelbinger, Christian)",1979,Liber Antiquitatum Biblicarum (Antiquitates Biblicae),"Jüdische Schriften aus hellenistisch-römischer Zeit (JSHRZ) II/2; Gütersloh: Gütersloher Verlagshaus, 1979",off-list,low,B,https://www.zvab.com/9783579039220/Pseudo-Philo-Antiquitates-Biblicae-Liber-Antiquitatum-3579039229/plp,General · ANE · Other (기타)!R1258,book chapter,"JSHRZ II/2, 1979",Groß,QUEUED,"MISSING_Groß 원본 대조 일치(제목·역자 Dietzfelbinger 그대로). ⚠연도정정: xlsx 표기 1996은 근거를 찾지 못함 — 외부 서지(ZVAB/Randomhouse/Logos 등 복수 소스)는 JSHRZ II/2 초판을 1979년(Gütersloher Verlagshaus)으로 일관되게 기재(일부는 1975 언급). 저자는 위경 원저자 자체(Pseudo-Philo), 독역/주석 담당은 Dietzfelbinger."
A-09b-008,1,General · ANE · Other (기타),"Puech, Émile",1976,"Le rite d'offrande de cheveux d'après une inscription phénicienne de Kition, vers 800 avant notre ère",Rivista di Studi Fenici 4 (1976): 11–21,off-list,low,A,https://www.ebaf.edu/wp-content/uploads/2017/04/Emile-Puech.pdf,General · ANE · Other (기타)!R1259,article,"RSF 4, 1976, 11-21",Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치. Puech 본인 출판목록(EBAF)으로 저널·쪽 확인.
A-09b-009,1,General · ANE · Other (기타),"Pumphrey, Nicholaus",2019,Superman and the Bible: How the Idea of Superheroes Affects the Reading of Scripture,"Jefferson, NC: McFarland & Company, 2019",off-list,low,A,https://www.mcfarlandbooks.com/product/superman-and-the-bible/,General · ANE · Other (기타)!R1260,book,ISBN 978-1-4766-6502-3,Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치. McFarland 출판사·서점 서지로 확인.
A-09b-010,1,General · ANE · Other (기타),"Pury, Albert de",1991,"Le raid de Gédéon (Jdc 6, 25–32) et l'histoire de l'exclusivisme yahwiste","Revue de théologie et de philosophie, 3e série, t. 41 (1991) [정확한 쪽수는 1차 열람 시 재확인 필요]",off-list,low,B,https://www.jstor.org/journal/revutheophil,General · ANE · Other (기타)!R1265,article,RThPh 1991,Groß;Smith,QUEUED,"ℹ중복병합(R1265+R1261) — 동일 논문(""Le raid de Gédéon…"")이 Groß MISSING(R1261, 연도 ""1951""로 오표기)과 Smith bib/MISSING(R1265, 연도 1991)에 각각 등장하여 본 행(R1265)으로 병합, cited_by=Groß;Smith. ⚠저자·연도정정: R1261의 ""Pury 1951""은 Albert de Pury(1933년생)에게 불가능한 연도로 OCR/추출 오류 확정 — 외부 DB(JSTOR 등)로 논문이 Revue de théologie et de philosophie 1991년 발행임을 확인. 통합된 xlsx 행 R1261 (본 행 R1265로 고유화). 정확한 권호·쪽수는 수령 시 재확인 필요(B등급)."
