id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
B-02a-001,1,Book · Composition · Framework,"Gerbrandt, Gerald Eddie",1986,Kingship According to the Deuteronomistic History,SBL Dissertation Series,off-list,low,A,https://openlibrary.org/books/OL2713760M/Kingship_according_to_the_Deuteronomistic_history,Book · Composition · Framework!R112,book,"SBL Diss. Series 87, Atlanta: Scholars Press, 1986 (Diss. Union Theological Seminary Richmond 1979)",Sasson,QUEUED,bib_sasson 원본 대조 일치. 웹(OpenLibrary/Archive.org/Amazon)으로 출판사·시리즈 확인.
B-02a-002,1,Book · Composition · Framework,"Gerstein, Beth",1989,A Ritual Processed: A Look at Judges 11.40,"in: Mieke Bal (ed.), Anti-Covenant: Counter-Reading Women's Lives in the Hebrew Bible",off-list,low,B,https://www.logos.com/product/17710/anti-covenant-counter-reading-womens-lives-in-the-hebrew-bible,Book · Composition · Framework!R113,book-chapter,"pp.175-93(xlsx/bib_sasson) — 웹 일부 자료는 175-94 표기; Sheffield: Almond Press (JSOT Sup 81), 1989",Sasson,QUEUED,"bib_sasson 원본(pp.175-93) 대조 일치. 웹(Logos 목차)으로 수록서 확인, 종료쪽수 175-93/175-94 소폭 불일치 잔존 → B."
B-02a-003,1,Book · Composition · Framework,"Gevirtz, Stanley",1958,The Hapax Legomenon תרמה (Judg. 9:31),Journal of Near Eastern Studies (JNES),표적,mid,A,https://doi.org/10.1086/371425,Book · Composition · Framework!R114,DOI,10.1086/371425,Sasson,QUEUED,bib_sasson 원본 대조 일치. JNES 17/1(1958) 1차 페이지(DOI)로 확인.
B-02a-004,1,Book · Composition · Framework,"Gibson, J.C.L.",1976,ṣnh in Judges I 14: NEB and AV Translations,Vetus Testamentum (VT),통독,high,A,https://scholar.google.com/scholar?q=Gibson+snh+in+Judges+I+14+NEB+AV+Translations+VT+1976,Book · Composition · Framework!R115,journal-ref,VT 26 (1976) 275-283,Sasson,QUEUED,xlsx 원행에 이미 완전서지(권·쪽수). bib_sasson 대조 일치.
B-02a-005,1,Book · Composition · Framework,"Gillmayr-Bucher, Susanne",2013,Erzählte Welten im Richterbuch: Narratologische Aspekte eines polyfonen Diskurses,Biblical Interpretation Series 116 (Brill),off-list,low,B,https://brill.com/erzaehlte-welten-im-richterbuch,Book · Composition · Framework!R116,book,"Biblical Interpretation Series 116, Leiden: Brill (copyright 2012 표기, 2013 서지도 유통)",Smith,QUEUED,bib_smith 원본 대조 일치. 웹(Brill/JHS서평/Heidelberg목록)으로 확인 — 출판연도 2012(Brill copyright)/2013(일부 카탈로그) 소폭 불일치.
B-02a-006,1,Book · Composition · Framework,"Globe, Alexander",1975,Judges V 27,Vetus Testamentum (VT),통독,high,A,https://scholar.google.com/scholar?q=Globe+Judges+V+27+Vetus+Testamentum+1975,Book · Composition · Framework!R117,journal-ref,VT 25 (1975) 362-367,Sasson,QUEUED,xlsx 원행에 이미 완전서지. bib_sasson 대조 일치. (참고: Globe 1974 'Song of Deborah' 논문은 원본폴더에 확보돼 있으나 이 R117은 1975 별개 논문이라 미해당.)
B-02a-007,1,Book · Composition · Framework,"Gooding, D.W.",1982,The Composition of the Book of Judges,"Eretz-Israel: Archaeological, Historical and Geographical Studies (Harry M. Orlinsky Volume)",off-list,low,A,https://scholar.google.com/scholar?q=Gooding+Composition+of+the+Book+of+Judges+Eretz-Israel+16+1982,Book · Composition · Framework!R118,journal-ref,"Eretz-Israel 16 (1982) 70*-79* (Orlinsky Vol., Jerusalem: IES)",Sasson+Smith,QUEUED,bib_sasson·bib_smith 양쪽 대조 일치(공동인용). 웹으로 권·쪽수(70-79) 확인.
B-02a-008,1,Book · Composition · Framework,"Görg, Manfred",1993,Richter,Neue Echter Bibel (NEB.AT 31),off-list,low,A,https://www.echter.de/at-bd31-richter/,Book · Composition · Framework!R119,book,"NEB.AT 31, Würzburg: Echter, 1993, ISBN 3-429-01549-9",Smith+Groß,QUEUED,bib_smith·MISSING_Groß 양쪽 대조 일치. 출판사 페이지(echter.de)로 ISBN·권호 확인.
B-02a-009,1,Book · Composition · Framework,"Goslinga, Cornelis J.",1986,"Joshua, Judges, Ruth",Bible Student's Commentary,off-list,low,A,https://www.amazon.com/Joshua-Judges-Bible-students-commentary/dp/0310452805,Book · Composition · Framework!R120,book,"Bible Student's Commentary (tr. Ray Togtman), Grand Rapids: Zondervan, 1986, ISBN 0310452805",Groß,QUEUED,MISSING_Groß 원본 대조 일치(저자명 OCR 'Comelis }.' → Cornelis J. 정정). 웹(Amazon/Archive.org)으로 출판사·역자 확인.
B-02a-010,1,Book · Composition · Framework,"Gossage, C.J.",2023,The Neglected Numbers of Judges 17–18,Journal of the Ancient Near Eastern Society (JANES),off-list,low,B,https://janes.scholasticahq.com/api/v1/articles/75251-the-neglected-numbers-of-judges-17-18.pdf,Book · Composition · Framework!R121,journal-ref,"JANES (2023), 권·쪽수 미확인(스콜라스티카 플랫폼 아티클ID 104로만 확인)",Sasson,QUEUED,bib_sasson 원본 대조 일치. 저널 플랫폼(scholasticahq)에서 논문 실재 확인했으나 정식 권/쪽수 미확정 → B.
