id,source_track,category,author,year,title,journal_series,boundary,priority,confidence,access_link,xlsx_ref,id_type,identifier,cited_by,status,notes
A-08c-001,1,General · ANE · Other (기타),"Niehr, Herbert",1986,Herrschen und Richten: Die Wurzel špṭ im Alten Orient und im Alten Testament,"Forschung zur Bibel 54; Würzburg: Echter, 1986",off-list,high,A,https://uni-tuebingen.de/en/faculties/catholic-theology/lehrstuehle/biblische-einleitung-und-zeitgeschichte/prof-niehr,General · ANE · Other (기타)!R1152,book,FzB 54; ISBN 3-429-01012-8,Sasson;Smith;Groß,QUEUED,"bib_sasson·bib_smith·MISSING_Groß 원본 대조 제목 일치(3처 모두 확인). Tübingen 교수 프로필로 FzB 54(1986, Echter, Würzburg) 서지 확인 — Niehr 박사학위논문."
A-08c-002,1,General · ANE · Other (기타),"Niehr, Herbert",1987,Rechtsprechung in Israel: Untersuchungen zur Geschichte der Gerichtsorganisation im Alten Testament,"Stuttgarter Bibelstudien 130; Stuttgart: Katholisches Bibelwerk, 1987",off-list,low,A,https://go.gale.com/ps/i.do?asid=a732c9c8&id=GALE%7CA209800215&it=r&p=AONE&sid=googleScholar&u=googlescholar&v=2.1,General · ANE · Other (기타)!R1153,book,SBS 130,Groß,QUEUED,MISSING_Groß 원본 대조 일치. Gale/OpenLibrary로 SBS 130(1987) 서지 확인.
A-08c-003,1,General · ANE · Other (기타),"Niehr, Herbert",1993,שַׂר (śar) [ThWAT 사전 항목],ThWAT VII (1993): 855–879,표적,low,B,https://www.worldcat.org/search?q=Theologisches+Woerterbuch+zum+Alten+Testament+Band+VII,General · ANE · Other (기타)!R1154,dictionary entry,"ThWAT VII, 1993, 855-879",Groß,QUEUED,"xlsx 원표기 '- -.: ThWAT VII, 1993, 855-879.'(제목 절단, OCR손상). 2차 요약(대학 서지 스니펫)에서 śar(שַׂר, 지도자/장관) 항목으로 확인 — 1차 열람 전 B등급. 확정 시 ThWAT VII 목차 대조 필요."
A-08c-004,1,General · ANE · Other (기타),"Niehr, Herbert",1995,שׁפט (šāpaṭ) [ThWAT 사전 항목],ThWAT VIII (1995): 408–428,표적,low,B,https://uni-tuebingen.de/en/faculties/catholic-theology/lehrstuehle/biblische-einleitung-und-zeitgeschichte/prof-niehr,General · ANE · Other (기타)!R1155,dictionary entry,"ThWAT VIII, 1995, 408-428",Groß,QUEUED,"xlsx 원표기 '- ~mt: ThWAT VIII, 1995, 408-428.'(제목 OCR손상). Tübingen 교수 프로필 서지목록에서 שׁפט(šāpaṭ) 항목으로 확인 — R1159(TDOT 15, 2006)의 영역본과 동일 표제어로 상호 확인됨."
A-08c-005,1,General · ANE · Other (기타),"Niehr, Herbert",1998,Religionen in Israels Umwelt: Einführung in die nordwestsemitischen Religionen Syrien-Palästinas,"NEB.AT Ergänzungsband 5; Würzburg: Echter, 1998",표적,low,A,http://www.thlz.com/artikel/2063/?inhalt=heft%3D2000,General · ANE · Other (기타)!R1156,book,NEB.ATE 5,Groß,QUEUED,MISSING_Groß 원본 대조 일치. ThLZ 서평·Leipzig 대학도서관 목록으로 NEB.ATE 5(1998) 서지 확인. NEB 시리즈 소속으로 boundary=표적.
A-08c-006,1,General · ANE · Other (기타),"Niehr, Herbert",1999,He-of-the-Sinai [DDD 사전 항목],"Dictionary of Deities and Demons in the Bible, 2nd ed. (1999): 387–388",off-list,low,B,https://www.logos.com/product/4236/dictionary-of-deities-and-demons-in-the-bible,General · ANE · Other (기타)!R1157,dictionary entry,"DDD 2nd ed., 1999, 387-388",Groß,QUEUED,"MISSING_Groß 원본 대조 일치(제목 확인). Niehr가 DDD에 He-of-the-Sinai 항목을 집필했음을 외부 출처로 확인, 쪽수(387-388)는 원본 bib 표기 그대로(1차 열람 미확인이라 B등급)."
A-08c-007,1,General · ANE · Other (기타),"Niehr, Herbert",2003,"Ba'alšamem: Studien zu Herkunft, Geschichte und Rezeptionsgeschichte eines phönizischen Gottes","Studia Phoenicia 17 / Orientalia Lovaniensia Analecta 123; Leuven: Peeters, 2003",off-list,low,A,https://www.amazon.de/Geschichte-Rezeptionsgeschichte-Phonizischen-Orientalia-Lovaniensia/dp/9042912731,General · ANE · Other (기타)!R1158,book,OLA 123; ISBN 9042912731,Groß,QUEUED,MISSING_Groß 원본 대조 일치. Peeters/Amazon으로 OLA 123(2003) 서지 확인.
A-08c-008,1,General · ANE · Other (기타),"Niehr, Herbert",2006,שׁפט (šāpaṭ) [TDOT 사전 항목],TDOT XV (2006): 411–431,표적,low,B,https://www.logos.com/product/49541/theological-dictionary-of-the-old-testament-tdot,General · ANE · Other (기타)!R1159,dictionary entry,"TDOT XV, 2006, 411-431",Sasson,QUEUED,"★저자·제목 정정: xlsx/MISSING_Sasson은 제목을 '""""vow."""" TDOT 15: 411-31'로 표기했으나 오류로 판단. bib_sasson.md(1차 소스)는 동일 저자·연도(Niehr 2006)를 'שׁפט'로 명시하며, TDOT XV는 sin/shin~tav 어근을 다루는 권(nadar/נדר vow는 nun 어근으로 더 앞선 권 소속)이라 'vow'는 인접 항목과의 off-by-one 오귀속으로 판단됨. ThWAT VIII(1995, R1155)의 שׁפט 항목의 영역본으로 추정. 수령 시 원문 최종 확인 필요."
A-08c-009,1,General · ANE · Other (기타),"Niemann, Hermann Michael",1993,"Herrschaft, Königtum und Staat: Skizzen zur soziokulturellen Entwicklung im monarchischen Israel","Forschungen zum Alten Testament 6; Tübingen: Mohr Siebeck, 1993",통독,low,A,https://www.mohrsiebeck.com/en/book/herrschaft-koenigtum-und-staat-9783161578335/,General · ANE · Other (기타)!R1160,book,FAT 6,Groß,QUEUED,MISSING_Groß 원본 대조 일치. Mohr Siebeck 출판사 페이지로 FAT 6(1993) 확인 — FAT 시리즈이므로 boundary=통독.
A-08c-010,1,General · ANE · Other (기타),"Nissinen, Martti",1998,Homoeroticism in the Biblical World: A Historical Perspective,"Minneapolis: Fortress Press, 1998",off-list,mid,A,https://www.fortresspress.com/store/product/9780800636456/Homoeroticism-in-the-Biblical-World/,General · ANE · Other (기타)!R1161,book,ISBN 978-0-8006-2985-4,Smith;Groß,QUEUED,MISSING_Groß·MISSING_Smith 원본 대조 일치. Fortress Press 출판사 페이지로 확인(Kirsi Stjerna 역).
A-08c-011,1,General · ANE · Other (기타),"Nissinen, Martti",1999,Die Liebe von David und Jonatan als Frage der modernen Exegese,Biblica 80 (1999): 250–263,통독,low,A,https://www.bsw.org/biblica/vol-80-1999/die-liebe-von-david-und-jonatan-als-frage-der-modernen-exegese/324/,General · ANE · Other (기타)!R1162,article,"Bib 80, 1999, 250-263",Groß,QUEUED,"★권호 정정: xlsx 원표기 'Bib. 89,1999'는 OCR 오류. bsw.org(Biblica 학회지 공식 아카이브) 대조 결과 실제 권호는 Vol. 80(1999), 250-263쪽."
A-08c-012,1,General · ANE · Other (기타),"Nissinen, Martti (ed.)",2000,"Prophecy in Its Ancient Near Eastern Context: Mesopotamian, Biblical, and Arabian Perspectives","SBL Symposium Series 13; Atlanta: Society of Biblical Literature, 2000",통독,low,A,https://www.amazon.com/Prophecy-Ancient-Near-Eastern-Context/dp/0884140261,General · ANE · Other (기타)!R1163,book,SBLSymS 13,Sasson,QUEUED,bib_sasson/MISSING_Sasson 원본 대조 일치. SBLSymS 13 시리즈 확인 — boundary=통독.
A-08c-013,1,General · ANE · Other (기타),"Nocquet, Dany",2003,"Le """"livret noir de Baal"""": La polémique contre le dieu Baal dans la Bible hébraïque et l'ancien Israël","Actes et Recherches; Genève: Labor et Fides, 2003",off-list,low,A,https://www.persee.fr/doc/rhpr_0035-2403_2004_num_84_2_1077_t6_0216_0000_2,General · ANE · Other (기타)!R1164,book,ISBN 978-2-8309-1104-6,Smith,QUEUED,ℹ제목 경미정정: xlsx 'livre noir' → 실제 서명은 'livret noir'. Persée 서평으로 Labor et Fides(2003) 확인.
A-08c-014,1,General · ANE · Other (기타),"Noegel, Scott B.",2007,Nocturnal Ciphers: The Allusive Language of Dreams in the Ancient Near East,"American Oriental Series 89; New Haven: American Oriental Society, 2007",off-list,mid,A,https://www.journals.uchicago.edu/doi/pdf/10.1086/664506,General · ANE · Other (기타)!R1165,book,AOS 89,Sasson;Smith,QUEUED,bib_sasson·bib_smith 원본 대조 일치(양쪽 모두 확인). JNES 서평으로 AOS 89(2007) 확인.
A-08c-015,1,General · ANE · Other (기타),"Noegel, Scott B. and Rendsburg, Gary A.",2009,Solomon's Vineyard: Literary and Linguistic Studies in the Song of Songs,"SBL Ancient Israel and Its Literature 1; Atlanta: Society of Biblical Literature, 2009",통독,low,A,https://cart.sbl-site.org/books/062601P,General · ANE · Other (기타)!R1166,book,AIL 1,Smith,QUEUED,"★공저자 보완: xlsx author는 'Noegel'만 표기했으나 실제 공저자 Rendsburg, Gary A. 추가(SBL 서지로 확인). AIL 시리즈이므로 boundary=통독."
